rank,country,earning,players
1.,China,"$2,447,534.20",101 Players
2.,Viet Nam,"$108,386.44",29 Players
3.,Thailand,"$18,733.34",9 Players
4.,Philippines,"$6,466.67",5 Players
5.,United States,"$2,333.34",2 Players
6.,Jamaica,"$1,166.67",1 Player
7.,Malaysia,$250.00,1 Player
