rank,country,earning,players,tournaments
1.,Counter-Strike,"$835,208.29",503 Players,63 Tournaments
2.,StarCraft: Brood War,"$299,644.65",81 Players,16 Tournaments
3.,WarCraft III,"$249,823.10",105 Players,40 Tournaments
4.,Unreal Tournament 2003,"$111,773.91",17 Players,8 Tournaments
5.,Halo: Combat Evolved,"$107,150.00",74 Players,12 Tournaments
6.,Quake III Arena,"$89,463.46",26 Players,6 Tournaments
7.,Age of Mythology,"$55,400.00",20 Players,7 Tournaments
8.,FIFA 03,"$54,066.44",10 Players,3 Tournaments
9.,Return to Castle Wolfenstein,"$46,000.00",24 Players,1 Tournament
10.,Age of Empires II,"$27,697.02",45 Players,21 Tournaments
11.,Super Smash Bros. Melee,"$15,550.00",8 Players,4 Tournaments
12.,Tekken 4,"$12,500.00",3 Players,3 Tournaments
13.,NASCAR Thunder 2003,"$5,933.50",0 Players,1 Tournament
14.,Live for Speed,"$2,491.62",5 Players,1 Tournament
15.,Gran Turismo 3: A-Spec,"$1,500.00",3 Players,1 Tournament
16.,Madden NFL 2004,"$1,500.00",3 Players,1 Tournament
17.,Soul Calibur II,"$1,500.00",6 Players,3 Tournaments
18.,Day of Defeat,$880.41,6 Players,1 Tournament
19.,Age of Empires,$625.00,4 Players,1 Tournament
20.,Capcom vs. SNK 2,$0.00,3 Players,2 Tournaments
21.,FIFA 04,$0.00,0 Players,1 Tournament
22.,Guilty Gear XX,$0.00,3 Players,1 Tournament
23.,Marvel vs. Capcom 2,$0.00,3 Players,2 Tournaments
24.,Street Fighter III: 3rd Strike,$0.00,3 Players,1 Tournament
25.,Super Street Fighter II Turbo,$0.00,3 Players,1 Tournament
26.,Tekken Tag Tournament,$0.00,3 Players,2 Tournaments
27.,Virtua Fighter 4: Evolution,$0.00,3 Players,2 Tournaments
