rank,country,earning,players,tournaments
1.,League of Legends,"$6,240,900.65",1265 Players,375 Tournaments
2.,Dota 2,"$4,548,280.98",471 Players,134 Tournaments
3.,StarCraft II,"$3,847,464.26",615 Players,501 Tournaments
4.,Call of Duty: Black Ops 2,"$1,432,141.30",181 Players,48 Tournaments
5.,Counter-Strike: Global Offensive,"$1,211,869.54",1007 Players,199 Tournaments
6.,Turbo Racing League,"$1,000,000.00",16 Players,9 Tournaments
7.,Heroes of Newerth,"$657,399.93",327 Players,101 Tournaments
8.,CrossFire,"$544,185.52",223 Players,70 Tournaments
9.,FIFA 13,"$441,304.55",44 Players,44 Tournaments
10.,World of Tanks,"$429,000.00",64 Players,7 Tournaments
11.,Madden NFL 2013,"$400,000.00",8 Players,1 Tournament
12.,Halo 4,"$371,798.76",55 Players,15 Tournaments
13.,World of WarCraft,"$189,000.00",12 Players,1 Tournament
14.,Counter-Strike Online,"$142,193.60",28 Players,4 Tournaments
15.,ShootMania Storm,"$129,658.37",69 Players,32 Tournaments
16.,Super Street Fighter IV Arcade Edition,"$128,929.37",101 Players,97 Tournaments
17.,Magic: The Gathering Online,"$116,000.00",16 Players,1 Tournament
18.,StarCraft: Brood War,"$114,165.39",59 Players,35 Tournaments
19.,Point Blank,"$113,331.83",86 Players,9 Tournaments
20.,NHL 13,"$70,000.00",1 Player,1 Tournament
21.,WarCraft III,"$69,078.33",28 Players,62 Tournaments
22.,Call of Duty: Ghosts,"$68,749.30",59 Players,14 Tournaments
23.,Super Smash Bros. Melee,"$56,927.30",202 Players,112 Tournaments
24.,Quake Live,"$50,733.15",45 Players,21 Tournaments
25.,SMITE,"$43,472.38",25 Players,3 Tournaments
26.,Ultimate Marvel vs. Capcom 3,"$37,763.67",75 Players,59 Tournaments
27.,Age of Empires II,"$33,280.27",54 Players,6 Tournaments
28.,iRacing.com,"$32,000.00",10 Players,2 Tournaments
29.,Team Fortress 2,"$31,664.98",114 Players,11 Tournaments
30.,FIFA 14,"$28,687.53",19 Players,19 Tournaments
31.,KartRider,"$27,570.00",16 Players,1 Tournament
32.,Tekken Tag Tournament 2,"$24,225.86",51 Players,51 Tournaments
33.,Injustice: Gods Among Us,"$18,906.89",71 Players,69 Tournaments
34.,Super Smash Bros. Brawl,"$18,591.65",86 Players,51 Tournaments
35.,Street Fighter X Tekken,"$15,425.00",56 Players,51 Tournaments
36.,Battlefield 4,"$15,408.65",20 Players,3 Tournaments
37.,TrackMania 2: Stadium,"$12,008.29",23 Players,8 Tournaments
38.,Counter-Strike,"$10,080.00",21 Players,1 Tournament
39.,Project M,"$8,815.48",92 Players,44 Tournaments
40.,Defense of the Ancients,"$5,955.02",0 Players,2 Tournaments
41.,Call of Duty 4: Modern Warfare,"$5,850.23",15 Players,5 Tournaments
42.,King of Fighters XIII,"$5,510.00",36 Players,11 Tournaments
43.,Persona 4 Arena,"$5,040.00",21 Players,6 Tournaments
44.,Pokémon VGC,"$5,000.00",2 Players,1 Tournament
45.,rFactor,"$4,595.99",30 Players,1 Tournament
46.,S.K.I.L.L. - Special Force 2,"$4,054.33",10 Players,1 Tournament
47.,Mortal Kombat 9,"$2,640.00",16 Players,4 Tournaments
48.,Age of Empires,"$2,597.00",30 Players,4 Tournaments
49.,Street Fighter IV,"$2,440.00",16 Players,1 Tournament
50.,Divekick,"$2,360.00",11 Players,3 Tournaments
51.,Age of Empires III,"$2,145.85",11 Players,2 Tournaments
52.,Super Smash Bros.,"$2,061.00",16 Players,5 Tournaments
53.,TrackMania Nations Forever,"$1,881.98",11 Players,2 Tournaments
54.,TrackMania 2: Canyon,"$1,427.78",3 Players,2 Tournaments
55.,Hearthstone,"$1,395.34",3 Players,3 Tournaments
56.,Doom II: Hell on Earth,"$1,000.00",1 Player,1 Tournament
57.,Age of Mythology,$760.00,10 Players,4 Tournaments
58.,Soul Calibur V,$405.00,13 Players,3 Tournaments
59.,Skullgirls,$300.00,3 Players,1 Tournament
60.,Trackmania 2: Valley,$238.68,3 Players,1 Tournament
61.,Age of Empires Online,$230.00,3 Players,1 Tournament
62.,Dragon Ball Z: Budokai 3,$204.06,3 Players,1 Tournament
63.,Unreal Tournament 3,$165.00,4 Players,1 Tournament
64.,BlazBlue: Continuum Shift Extend,$0.00,3 Players,1 Tournament
65.,Dead or Alive 5 Ultimate,$0.00,11 Players,2 Tournaments
