rank,country,earning,players,tournaments
1.,Dota 2,"$41,536,790.86",1179 Players,181 Tournaments
2.,Counter-Strike: Global Offensive,"$23,319,746.08",4686 Players,1024 Tournaments
3.,Fortnite,"$19,933,737.00",1444 Players,179 Tournaments
4.,League of Legends,"$14,688,784.49",1973 Players,194 Tournaments
5.,PLAYERUNKNOWN’S BATTLEGROUNDS,"$8,392,040.36",1605 Players,134 Tournaments
6.,Arena of Valor,"$7,066,038.18",663 Players,29 Tournaments
7.,Overwatch,"$6,615,546.33",1547 Players,120 Tournaments
8.,Heroes of the Storm,"$5,277,279.76",368 Players,34 Tournaments
9.,Hearthstone,"$4,741,874.75",875 Players,152 Tournaments
10.,Call of Duty: WWII,"$4,302,666.69",270 Players,51 Tournaments
11.,StarCraft II,"$3,979,177.66",353 Players,458 Tournaments
12.,Rocket League,"$2,507,739.60",593 Players,286 Tournaments
13.,FIFA 18,"$2,189,152.14",223 Players,40 Tournaments
14.,Rainbow Six Siege,"$2,047,522.85",689 Players,76 Tournaments
15.,Halo 5: Guardians,"$1,938,750.00",107 Players,50 Tournaments
16.,CrossFire,"$1,784,337.86",216 Players,28 Tournaments
17.,Street Fighter V: Arcade Edition,"$1,396,640.67",141 Players,50 Tournaments
18.,Shadowverse,"$1,310,000.00",24 Players,1 Tournament
19.,SMITE,"$1,183,500.00",139 Players,11 Tournaments
20.,Gears of War 4,"$1,040,000.00",98 Players,43 Tournaments
21.,Paladins,"$1,029,100.00",329 Players,22 Tournaments
22.,NBA 2K18,"$1,000,000.00",91 Players,4 Tournaments
23.,Clash Royale,"$986,262.37",148 Players,19 Tournaments
24.,World of WarCraft,"$740,000.00",124 Players,27 Tournaments
25.,Mobile Legends: Bang Bang,"$653,205.23",306 Players,9 Tournaments
26.,Quake Champions,"$651,250.40",135 Players,154 Tournaments
27.,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile,"$617,069.08",114 Players,6 Tournaments
28.,FIFA 19,"$551,731.35",130 Players,19 Tournaments
29.,Attack on Titan Tribute Game,"$494,250.00",64 Players,15 Tournaments
30.,Gwent,"$441,568.19",53 Players,15 Tournaments
31.,StarCraft: Remastered,"$436,499.18",79 Players,36 Tournaments
32.,Madden NFL 2018,"$403,000.00",32 Players,1 Tournament
33.,CrossFire Mobile,"$390,663.00",82 Players,2 Tournaments
34.,Super Smash Bros. Melee,"$365,235.84",297 Players,114 Tournaments
35.,Tekken 7,"$342,255.91",127 Players,57 Tournaments
36.,Call of Duty: Black Ops 4,"$320,749.95",146 Players,37 Tournaments
37.,Call of Duty: Blackout,"$315,000.00",36 Players,6 Tournaments
38.,FIFA Online 4,"$304,933.49",55 Players,5 Tournaments
39.,Point Blank,"$302,552.77",101 Players,11 Tournaments
40.,Brawlhalla,"$297,604.70",196 Players,98 Tournaments
41.,Super Smash Bros. for Wii U,"$277,984.69",406 Players,190 Tournaments
42.,Realm Royale,"$263,000.00",47 Players,9 Tournaments
43.,Forza Motorsport 7,"$255,000.00",30 Players,4 Tournaments
44.,Pro Evolution Soccer 2018,"$250,000.00",20 Players,3 Tournaments
45.,FIFA Online 3,"$237,112.50",36 Players,1 Tournament
46.,F1 2018,"$200,000.00",21 Players,1 Tournament
47.,Magic: The Gathering Online,"$200,000.00",23 Players,1 Tournament
48.,WarCraft III,"$176,129.87",69 Players,117 Tournaments
49.,Chess.com,"$170,424.01",91 Players,15 Tournaments
50.,Injustice 2,"$160,648.23",37 Players,13 Tournaments
51.,Old School Runescape,"$156,500.00",20 Players,5 Tournaments
52.,iRacing.com,"$143,340.30",191 Players,18 Tournaments
53.,Pokémon VGC,"$135,500.00",109 Players,16 Tournaments
54.,Guns of Boom,"$133,950.00",4 Players,14 Tournaments
55.,Dragon Ball FighterZ,"$132,741.37",79 Players,30 Tournaments
56.,Radical Heights,"$120,000.00",12 Players,2 Tournaments
57.,Blade & Soul,"$116,912.09",24 Players,1 Tournament
58.,Warface,"$109,555.00",32 Players,2 Tournaments
59.,NHL 18,"$102,700.00",20 Players,6 Tournaments
60.,Creative Destruction,"$100,000.00",8 Players,1 Tournament
61.,Zula,"$100,000.00",20 Players,1 Tournament
62.,Team Fortress 2,"$92,841.73",286 Players,21 Tournaments
63.,Echo Arena,"$82,692.56",16 Players,2 Tournaments
64.,Heroes of Newerth,"$82,195.00",26 Players,4 Tournaments
65.,Battalion 1944,"$78,576.62",53 Players,7 Tournaments
66.,H1Z1,"$75,000.00",20 Players,1 Tournament
67.,Super Smash Bros. Ultimate,"$74,587.45",271 Players,63 Tournaments
68.,Age of Empires II,"$70,953.33",129 Players,100 Tournaments
