rank,country,earning,players,tournaments
1.,Counter-Strike,"$1,641,126.20",934 Players,110 Tournaments
2.,StarCraft: Brood War,"$1,103,760.38",153 Players,46 Tournaments
3.,WarCraft III,"$877,188.54",132 Players,135 Tournaments
4.,Counter-Strike: Source,"$836,896.60",413 Players,45 Tournaments
5.,Halo 2,"$673,462.47",65 Players,14 Tournaments
6.,Dead or Alive 4,"$254,986.85",30 Players,6 Tournaments
7.,Project Gotham Racing 3,"$224,986.85",27 Players,5 Tournaments
8.,World of WarCraft,"$220,400.00",30 Players,7 Tournaments
9.,FIFA 07,"$211,012.23",38 Players,11 Tournaments
10.,Rainbow Six: Vegas,"$176,400.77",106 Players,7 Tournaments
11.,Gears of War,"$170,900.77",33 Players,7 Tournaments
12.,Quake 4,"$146,558.81",30 Players,10 Tournaments
13.,Halo 3,"$100,000.00",16 Players,1 Tournament
14.,Madden NFL 2007,"$100,000.00",1 Player,1 Tournament
15.,Madden NFL 2008,"$100,000.00",1 Player,1 Tournament
16.,Super Smash Bros. Melee,"$78,733.31",115 Players,66 Tournaments
17.,Rise of Nations: Rise of Legends,"$69,600.00",8 Players,1 Tournament
18.,World in Conflict,"$65,227.50",19 Players,4 Tournaments
19.,F.E.A.R.,"$60,000.00",20 Players,3 Tournaments
20.,Enemy Territory: Quake Wars,"$56,273.00",26 Players,2 Tournaments
21.,Call of Duty 2,"$37,351.71",37 Players,6 Tournaments
22.,Need for Speed Carbon,"$36,322.58",12 Players,3 Tournaments
23.,Defense of the Ancients,"$35,076.49",31 Players,6 Tournaments
24.,Command & Conquer 3,"$24,901.26",5 Players,3 Tournaments
25.,Shadowrun,"$24,000.00",0 Players,3 Tournaments
26.,Age of Empires III,"$21,900.00",9 Players,4 Tournaments
27.,TrackMania Nations,"$21,381.66",9 Players,5 Tournaments
28.,Age of Empires II,"$21,077.90",40 Players,5 Tournaments
29.,Pro Evolution Soccer 6,"$20,216.82",5 Players,2 Tournaments
30.,Carom 3D,"$20,000.00",3 Players,1 Tournament
31.,Wolfenstein: Enemy Territory,"$19,156.88",58 Players,3 Tournaments
32.,Battlefield 2142,"$18,546.14",0 Players,3 Tournaments
33.,Capcom vs. SNK 2,"$10,250.00",8 Players,2 Tournaments
34.,Guilty Gear XX Accent Core,"$10,250.00",23 Players,1 Tournament
35.,Marvel vs. Capcom 2,"$10,250.00",8 Players,2 Tournaments
36.,Street Fighter III: 3rd Strike,"$10,250.00",11 Players,3 Tournaments
37.,Super Street Fighter II Turbo,"$10,250.00",8 Players,2 Tournaments
38.,Tekken 5: Dark Resurrection,"$10,250.00",8 Players,2 Tournaments
39.,Virtua Fighter 5,"$10,250.00",8 Players,2 Tournaments
40.,Team Fortress 2,"$9,182.00",21 Players,2 Tournaments
41.,Crysis,"$8,364.00",0 Players,1 Tournament
42.,Battlefield 2,"$6,514.86",0 Players,2 Tournaments
43.,Call of Duty 4: Modern Warfare,"$6,273.00",20 Players,1 Tournament
44.,Quake III Arena,"$5,789.26",17 Players,6 Tournaments
45.,S.T.A.L.K.E.R.: Shadow of Chernobyl,"$4,901.26",0 Players,1 Tournament
46.,Supreme Commander,"$4,901.26",0 Players,1 Tournament
47.,FIFA 08,"$3,136.50",4 Players,3 Tournaments
48.,Live for Speed,"$2,008.27",5 Players,1 Tournament
49.,Trackmania United,"$1,027.50",3 Players,1 Tournament
50.,Day of Defeat: Source,$996.07,0 Players,1 Tournament
51.,Super Smash Bros.,$940.00,11 Players,4 Tournaments
52.,Age of Mythology,$100.00,3 Players,1 Tournament
