rank,country,earning,players,tournaments
1.,Counter-Strike: Global Offensive,"$16,055,334.95",3281 Players,620 Tournaments
2.,Fortnite,"$13,230,038.74",2262 Players,237 Tournaments
3.,Arena of Valor,"$10,195,179.42",427 Players,22 Tournaments
4.,Dota 2,"$10,126,576.47",1096 Players,174 Tournaments
5.,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile,"$8,907,777.68",1160 Players,39 Tournaments
6.,League of Legends,"$8,703,068.97",1920 Players,120 Tournaments
7.,Call of Duty: Modern Warfare,"$7,152,172.00",345 Players,71 Tournaments
8.,Overwatch,"$6,853,521.00",749 Players,40 Tournaments
9.,PLAYERUNKNOWN’S BATTLEGROUNDS,"$6,672,823.44",1220 Players,119 Tournaments
10.,Rainbow Six Siege,"$6,666,964.75",1150 Players,100 Tournaments
11.,Rocket League,"$4,295,507.73",1174 Players,481 Tournaments
12.,Hearthstone,"$4,281,155.74",473 Players,59 Tournaments
13.,Call of Duty: Warzone,"$2,826,407.12",610 Players,106 Tournaments
14.,Free Fire,"$2,539,917.95",553 Players,20 Tournaments
15.,VALORANT,"$2,502,790.18",2417 Players,370 Tournaments
16.,Apex Legends,"$2,270,662.23",667 Players,219 Tournaments
17.,StarCraft II,"$2,193,636.96",347 Players,482 Tournaments
18.,Magic: The Gathering Arena,"$2,186,000.00",103 Players,12 Tournaments
19.,FIFA 20,"$2,130,308.14",273 Players,43 Tournaments
20.,CrossFire,"$2,075,733.89",130 Players,8 Tournaments
21.,Brawl Stars,"$1,516,635.74",131 Players,30 Tournaments
22.,Gears 5,"$1,381,500.00",142 Players,54 Tournaments
23.,Mobile Legends: Bang Bang,"$1,213,700.00",323 Players,12 Tournaments
24.,chess24,"$1,184,696.09",61 Players,10 Tournaments
25.,Clash of Clans,"$1,177,609.00",136 Players,14 Tournaments
26.,Lichess,"$1,140,686.93",286 Players,64 Tournaments
27.,Clash Royale,"$1,054,600.00",70 Players,8 Tournaments
28.,Chess.com,"$810,281.92",441 Players,91 Tournaments
29.,F1 2020,"$751,947.00",39 Players,2 Tournaments
30.,CrossFire Mobile,"$684,264.00",72 Players,2 Tournaments
31.,iRacing.com,"$684,078.65",453 Players,37 Tournaments
32.,Brawlhalla,"$595,811.60",288 Players,110 Tournaments
33.,World of WarCraft,"$580,200.00",58 Players,12 Tournaments
34.,FIFA Online 4,"$574,402.60",131 Players,15 Tournaments
35.,WarCraft III: Reforged,"$571,745.20",101 Players,124 Tournaments
36.,Teamfight Tactics,"$427,811.50",46 Players,6 Tournaments
37.,Quake Champions,"$414,899.03",42 Players,10 Tournaments
38.,Minecraft,"$404,200.00",93 Players,10 Tournaments
39.,Paladins,"$393,630.97",149 Players,18 Tournaments
40.,Age of Empires II,"$382,953.29",418 Players,224 Tournaments
41.,Super Smash Bros. Ultimate,"$310,108.36",600 Players,282 Tournaments
42.,StarCraft: Remastered,"$302,337.30",134 Players,84 Tournaments
43.,Hyper Scape,"$299,000.00",260 Players,4 Tournaments
44.,Fall Guys,"$284,273.83",240 Players,5 Tournaments
45.,Call of Duty: Black Ops Cold War,"$256,000.00",120 Players,15 Tournaments
46.,Aim Gods,"$250,000.00",2 Players,1 Tournament
47.,Assetto Corsa,"$235,634.41",120 Players,31 Tournaments
48.,Madden NFL 20,"$220,000.00",16 Players,1 Tournament
49.,Hearthstone Battlegrounds,"$203,630.00",40 Players,4 Tournaments
50.,NASCAR Heat 4,"$200,500.00",34 Players,5 Tournaments
51.,Forza Motorsport 7,"$199,000.00",64 Players,3 Tournaments
52.,Farming Simulator 19,"$189,253.45",66 Players,6 Tournaments
53.,Tekken 7,"$188,774.78",102 Players,54 Tournaments
54.,Gwent,"$186,720.00",22 Players,5 Tournaments
55.,rFactor 2,"$184,440.95",106 Players,27 Tournaments
56.,Mortal Kombat 11,"$182,259.57",77 Players,7 Tournaments
57.,Street Fighter V: Champion Edition,"$173,410.22",52 Players,48 Tournaments
58.,Super Smash Bros. Melee,"$157,502.23",112 Players,26 Tournaments
59.,eFootball,"$147,000.00",22 Players,3 Tournaments
60.,Summoners War: Sky Arena,"$140,000.00",4 Players,1 Tournament
61.,Legends of Runeterra,"$118,481.03",30 Players,5 Tournaments
62.,Escape from Tarkov,"$114,600.00",150 Players,4 Tournaments
63.,Granblue Fantasy: Versus,"$106,280.94",45 Players,43 Tournaments
64.,Diabotical,"$103,859.92",239 Players,78 Tournaments
65.,FIFA 21,"$100,000.00",16 Players,2 Tournaments
66.,Rocket Arena,"$100,000.00",24 Players,3 Tournaments
67.,Dragon Ball FighterZ,"$94,116.31",73 Players,38 Tournaments
68.,RaceRoom Racing Experience,"$87,510.00",42 Players,10 Tournaments
69.,Auto Chess,"$74,998.00",47 Players,3 Tournaments
70.,WarCraft III,"$72,425.80",18 Players,8 Tournaments
71.,Among Us,"$66,000.00",10 Players,6 Tournaments
72.,Trackmania (2020),"$59,918.61",99 Players,59 Tournaments
73.,Multigaming,"$59,109.70",8 Players,1 Tournament
74.,Age of Empires,"$51,272.00",88 Players,19 Tournaments
75.,Halo: Reach,"$50,000.00",32 Players,1 Tournament
