rank,country,earning,players,tournaments
1.,StarCraft II,"$3,193,588.95",519 Players,791 Tournaments
2.,Dota 2,"$1,672,768.08",98 Players,7 Tournaments
3.,Call of Duty: Modern Warfare 3,"$1,006,015.34",44 Players,5 Tournaments
4.,Counter-Strike,"$879,914.71",686 Players,84 Tournaments
5.,Halo: Reach,"$593,521.98",86 Players,15 Tournaments
6.,League of Legends,"$527,994.51",387 Players,172 Tournaments
7.,StarCraft: Brood War,"$423,063.87",100 Players,37 Tournaments
8.,Call of Duty: Black Ops,"$376,553.48",118 Players,23 Tournaments
9.,Counter-Strike: Source,"$261,943.40",329 Players,42 Tournaments
10.,Defense of the Ancients,"$244,082.84",246 Players,27 Tournaments
11.,World of WarCraft,"$192,000.00",22 Players,4 Tournaments
12.,WarCraft III,"$173,498.92",89 Players,82 Tournaments
13.,Heroes of Newerth,"$153,840.35",42 Players,14 Tournaments
14.,Quake Live,"$125,267.32",39 Players,68 Tournaments
15.,Magic: The Gathering Online,"$100,000.00",12 Players,1 Tournament
16.,FIFA 11,"$90,180.92",68 Players,62 Tournaments
17.,Super Street Fighter IV Arcade Edition,"$56,552.09",41 Players,14 Tournaments
18.,KartRider,"$54,123.00",11 Players,4 Tournaments
19.,iRacing.com,"$48,900.00",14 Players,3 Tournaments
20.,Team Fortress 2,"$45,490.44",148 Players,21 Tournaments
21.,Special Force,"$44,650.00",0 Players,1 Tournament
22.,Super Smash Bros. Melee,"$44,594.21",137 Players,52 Tournaments
23.,Tekken 6,"$38,914.17",34 Players,13 Tournaments
24.,CrossFire,"$34,000.00",15 Players,1 Tournament
25.,TrackMania Nations Forever,"$33,416.39",42 Players,17 Tournaments
26.,Mortal Kombat 9,"$29,501.67",26 Players,8 Tournaments
27.,Super Smash Bros. Brawl,"$28,718.32",113 Players,37 Tournaments
28.,Marvel vs. Capcom 3,"$22,144.33",38 Players,11 Tournaments
29.,Bloodline Champions,"$20,000.00",16 Players,2 Tournaments
30.,Call of Duty 4: Modern Warfare,"$19,730.91",51 Players,10 Tournaments
31.,World of Tanks,"$18,503.12",7 Players,2 Tournaments
32.,Marvel vs. Capcom 2,"$15,000.00",6 Players,3 Tournaments
33.,Age of Empires II,"$10,458.41",30 Players,5 Tournaments
34.,Call of Duty: Modern Warfare 2,"$10,000.00",0 Players,1 Tournament
35.,Point Blank,"$10,000.00",5 Players,1 Tournament
36.,BlazBlue: Continuum Shift II,"$7,591.43",14 Players,4 Tournaments
37.,Age of Empires,"$5,012.63",39 Players,7 Tournaments
38.,rFactor,"$4,724.49",30 Players,1 Tournament
39.,TrackMania 2: Canyon,"$4,673.38",5 Players,2 Tournaments
40.,Gears of War,"$4,127.00",0 Players,3 Tournaments
41.,FIFA 12,"$1,761.00",12 Players,15 Tournaments
42.,Super Street Fighter IV,"$1,706.80",22 Players,10 Tournaments
43.,Arcana Heart 3,"$1,000.00",4 Players,1 Tournament
44.,Super Street Fighter II Turbo,$820.00,11 Players,2 Tournaments
45.,Age of Mythology,$500.00,3 Players,1 Tournament
46.,Super Smash Bros.,$330.00,3 Players,2 Tournaments
47.,Soul Calibur IV,$260.00,3 Players,1 Tournament
48.,Street Fighter III: 3rd Strike,$240.00,3 Players,1 Tournament
49.,Project M,$225.00,4 Players,1 Tournament
50.,Age of Empires Online,$100.00,3 Players,1 Tournament
51.,Street Fighter IV,$90.00,2 Players,1 Tournament
52.,Wolfenstein: Enemy Territory,$86.37,6 Players,1 Tournament
53.,Ultimate Marvel vs. Capcom 3,$45.00,2 Players,1 Tournament
54.,Mortal Kombat vs. DC Universe,$0.00,3 Players,1 Tournament
55.,Super Street Fighter II Turbo HD Remix,$0.00,3 Players,1 Tournament
56.,Ultimate Mortal Kombat 3,$0.00,3 Players,1 Tournament
