rank,country,earning,players,tournaments
1.,Quake III Arena,"$432,522.82",107 Players,29 Tournaments
2.,StarCraft: Brood War,"$140,229.03",36 Players,10 Tournaments
3.,Age of Empires II,"$113,768.30",37 Players,16 Tournaments
4.,FIFA 2000,"$50,000.00",4 Players,1 Tournament
5.,Counter-Strike,"$23,763.33",62 Players,2 Tournaments
6.,Age of Empires,"$9,500.00",4 Players,1 Tournament
7.,Doom II: Hell on Earth,$0.00,3 Players,1 Tournament
8.,Marvel vs. Capcom 2,$0.00,3 Players,1 Tournament
9.,Street Fighter Alpha 2,$0.00,3 Players,1 Tournament
10.,Street Fighter Alpha 3,$0.00,3 Players,1 Tournament
11.,Street Fighter III: 3rd Strike,$0.00,3 Players,1 Tournament
12.,Super Street Fighter II Turbo,$0.00,3 Players,1 Tournament
