rank,country,earning,players,tournaments
1.,Counter-Strike,"$914,789.75",707 Players,92 Tournaments
2.,StarCraft: Brood War,"$562,022.02",83 Players,19 Tournaments
3.,WarCraft III,"$463,440.61",170 Players,91 Tournaments
4.,Doom 3,"$207,748.16",13 Players,3 Tournaments
5.,Halo: Combat Evolved,"$183,456.00",63 Players,22 Tournaments
6.,Counter-Strike: Condition Zero,"$162,150.60",111 Players,3 Tournaments
7.,Quake III Arena,"$135,200.00",42 Players,13 Tournaments
8.,Unreal Tournament 2004,"$115,212.41",38 Players,5 Tournaments
9.,Painkiller,"$55,000.00",18 Players,3 Tournaments
10.,Call of Duty,"$50,000.00",51 Players,1 Tournament
11.,Age of Empires II,"$45,565.20",113 Players,15 Tournaments
12.,FIFA 04,"$40,000.00",3 Players,2 Tournaments
13.,Need for Speed: Underground,"$35,000.00",3 Players,1 Tournament
14.,Project Gotham Racing 2,"$35,000.00",3 Players,1 Tournament
15.,Pro Evolution Soccer 3,"$25,000.00",8 Players,1 Tournament
16.,Age of Mythology,"$13,328.00",19 Players,5 Tournaments
17.,Super Smash Bros. Melee,"$10,644.50",17 Players,10 Tournaments
18.,Day of Defeat,"$10,000.00",18 Players,1 Tournament
19.,Soul Calibur II,"$2,700.00",3 Players,2 Tournaments
20.,Gran Turismo 3: A-Spec,"$1,750.00",3 Players,1 Tournament
21.,Capcom vs. SNK 2,$0.00,3 Players,1 Tournament
22.,FIFA 05,$0.00,0 Players,1 Tournament
23.,Guilty Gear XX,$0.00,3 Players,1 Tournament
24.,Live for Speed,$0.00,1 Player,2 Tournaments
25.,Marvel vs. Capcom 2,$0.00,3 Players,1 Tournament
26.,Street Fighter III: 3rd Strike,$0.00,3 Players,1 Tournament
27.,Super Street Fighter II Turbo,$0.00,3 Players,1 Tournament
28.,Tekken 4,$0.00,3 Players,1 Tournament
29.,Tekken Tag Tournament,$0.00,3 Players,1 Tournament
30.,Virtua Fighter 4: Evolution,$0.00,3 Players,1 Tournament
