rank,country,earning,players,tournaments
1.,Counter-Strike,"$1,354,652.70",797 Players,123 Tournaments
2.,StarCraft: Brood War,"$719,717.80",139 Players,52 Tournaments
3.,WarCraft III,"$395,487.40",79 Players,96 Tournaments
4.,World of WarCraft,"$359,438.91",70 Players,13 Tournaments
5.,Counter-Strike: Source,"$249,923.73",324 Players,48 Tournaments
6.,Halo 3,"$234,900.71",76 Players,7 Tournaments
7.,Defense of the Ancients,"$124,530.20",123 Players,17 Tournaments
8.,FIFA 09,"$118,886.69",52 Players,17 Tournaments
9.,Call of Duty 4: Modern Warfare,"$109,724.84",121 Players,21 Tournaments
10.,Quake Live,"$79,946.08",33 Players,19 Tournaments
11.,Gears of War 2,"$60,000.00",0 Players,4 Tournaments
12.,Super Smash Bros. Melee,"$51,999.99",153 Players,89 Tournaments
13.,Resistance 2,"$50,400.00",194 Players,1 Tournament
14.,Magic: The Gathering Online,"$50,000.00",8 Players,1 Tournament
15.,Super Smash Bros. Brawl,"$48,302.26",195 Players,97 Tournaments
16.,TrackMania Nations Forever,"$35,765.59",30 Players,13 Tournaments
17.,Team Fortress 2,"$32,478.48",142 Players,10 Tournaments
18.,Red Stone,"$23,000.00",12 Players,1 Tournament
19.,Rainbow Six: Vegas 2,"$15,000.00",0 Players,1 Tournament
20.,Asphalt 4,"$12,000.00",3 Players,1 Tournament
21.,Carom 3D,"$12,000.00",3 Players,1 Tournament
22.,Virtua Fighter 5,"$12,000.00",3 Players,2 Tournaments
23.,Wise Star 2,"$12,000.00",3 Players,1 Tournament
24.,Quake III Arena,"$10,591.18",20 Players,7 Tournaments
25.,Age of Empires II,"$10,134.84",11 Players,2 Tournaments
26.,Day of Defeat: Source,"$7,717.64",35 Players,3 Tournaments
27.,Wolfenstein: Enemy Territory,"$6,637.46",18 Players,1 Tournament
28.,Call of Duty 2,"$4,401.02",0 Players,1 Tournament
29.,Call of Duty: Modern Warfare 2,"$4,211.84",11 Players,2 Tournaments
30.,FIFA 08,"$2,560.19",3 Players,1 Tournament
31.,Age of Empires III,"$2,250.00",9 Players,2 Tournaments
32.,Street Fighter IV,"$1,602.72",13 Players,5 Tournaments
33.,Age of Empires,$880.00,16 Players,1 Tournament
34.,Pro Evolution Soccer 2009,$713.06,3 Players,4 Tournaments
35.,Age of Mythology,$480.00,5 Players,2 Tournaments
36.,Super Smash Bros.,$100.00,7 Players,2 Tournaments
37.,Marvel vs. Capcom 2,$90.00,6 Players,2 Tournaments
38.,Street Fighter III: 3rd Strike,$45.00,3 Players,2 Tournaments
39.,BlazBlue: Calamity Trigger,$35.00,3 Players,1 Tournament
40.,Guilty Gear XX Accent Core,$35.00,9 Players,2 Tournaments
41.,King of Fighters XI,$25.00,3 Players,1 Tournament
42.,Guilty Gear XX Accent Core Plus,$0.00,3 Players,1 Tournament
43.,Super Street Fighter II Turbo HD Remix,$0.00,8 Players,2 Tournaments
