rank,country,earning,players,tournaments
1.,Counter-Strike,"$1,354,441.43",777 Players,98 Tournaments
2.,Painkiller,"$960,000.00",42 Players,10 Tournaments
3.,StarCraft: Brood War,"$627,006.19",84 Players,30 Tournaments
4.,WarCraft III,"$485,410.03",112 Players,91 Tournaments
5.,Halo 2,"$197,850.00",65 Players,38 Tournaments
6.,Counter-Strike: Source,"$150,546.22",103 Players,12 Tournaments
7.,FIFA 05,"$57,728.01",5 Players,7 Tournaments
8.,Quake III Arena,"$57,160.44",24 Players,9 Tournaments
9.,Quake 4,"$51,780.70",42 Players,7 Tournaments
10.,Doom 3,"$50,000.00",3 Players,1 Tournament
11.,Wolfenstein: Enemy Territory,"$50,000.00",19 Players,1 Tournament
12.,Age of Empires II,"$40,816.91",50 Players,13 Tournaments
13.,Pro Evolution Soccer 4,"$40,550.64",11 Players,2 Tournaments
14.,Unreal Tournament 2004,"$36,659.37",21 Players,7 Tournaments
15.,Super Smash Bros. Melee,"$36,072.46",48 Players,30 Tournaments
16.,Need for Speed: Underground 2,"$35,629.48",8 Players,3 Tournaments
17.,"Warhammer 40,000: Dawn of War","$35,000.00",3 Players,1 Tournament
18.,Day of Defeat,"$30,000.00",23 Players,1 Tournament
19.,Dead or Alive Ultimate,"$30,000.00",3 Players,1 Tournament
20.,FIFA 06,"$26,694.54",6 Players,2 Tournaments
21.,Quake II,"$20,000.00",3 Players,1 Tournament
22.,Gran Turismo 4,"$12,000.00",4 Players,1 Tournament
23.,Battlefield 2,"$6,148.82",0 Players,2 Tournaments
24.,Age of Mythology,"$4,500.00",6 Players,2 Tournaments
25.,Halo: Combat Evolved,"$3,675.00",11 Players,3 Tournaments
26.,Live for Speed,"$2,823.77",7 Players,2 Tournaments
27.,Defense of the Ancients,"$1,736.36",0 Players,2 Tournaments
28.,Need for Speed: Most Wanted,$694.54,4 Players,1 Tournament
29.,Call of Duty,$629.77,0 Players,2 Tournaments
30.,Capcom vs. SNK 2,$0.00,3 Players,1 Tournament
31.,Guilty Gear XX #Reload,$0.00,3 Players,1 Tournament
32.,Marvel vs. Capcom 2,$0.00,3 Players,1 Tournament
33.,Project Gotham Racing 2,$0.00,3 Players,1 Tournament
34.,Street Fighter III: 3rd Strike,$0.00,3 Players,1 Tournament
35.,Super Street Fighter II Turbo,$0.00,3 Players,1 Tournament
36.,Tekken 5,$0.00,3 Players,8 Tournaments
37.,Tekken Tag Tournament,$0.00,3 Players,1 Tournament
