rank,country,earning,players,tournaments
1.,Dota 2,"$16,608,030.59",673 Players,150 Tournaments
2.,League of Legends,"$8,068,170.99",1678 Players,429 Tournaments
3.,StarCraft II,"$3,473,756.90",500 Players,611 Tournaments
4.,Counter-Strike: Global Offensive,"$1,962,515.01",1415 Players,279 Tournaments
5.,Call of Duty: Ghosts,"$1,525,435.95",182 Players,62 Tournaments
6.,Hearthstone,"$1,123,245.18",309 Players,177 Tournaments
7.,World of Tanks,"$892,436.68",65 Players,7 Tournaments
8.,CrossFire,"$668,130.43",220 Players,48 Tournaments
9.,Heroes of Newerth,"$542,744.26",270 Players,94 Tournaments
10.,SMITE,"$497,909.60",81 Players,10 Tournaments
11.,World of WarCraft,"$410,000.00",24 Players,3 Tournaments
12.,WarCraft III,"$215,181.80",47 Players,29 Tournaments
13.,Point Blank,"$179,958.75",123 Players,12 Tournaments
14.,Super Smash Bros. Melee,"$168,394.13",364 Players,270 Tournaments
15.,Ultra Street Fighter IV,"$162,631.79",96 Players,79 Tournaments
16.,Attack on Titan Tribute Game,"$139,063.53",42 Players,19 Tournaments
17.,Battlefield 4,"$128,323.18",74 Players,67 Tournaments
18.,Call of Duty: Advanced Warfare,"$126,947.81",127 Players,40 Tournaments
19.,Magic: The Gathering Online,"$116,000.00",16 Players,1 Tournament
20.,KartRider,"$106,712.00",33 Players,2 Tournaments
21.,FIFA Online 3,"$98,176.25",11 Players,5 Tournaments
22.,Halo 2 Anniversary,"$90,037.60",57 Players,7 Tournaments
23.,Counter-Strike Online,"$78,688.00",15 Players,2 Tournaments
24.,Team Fortress 2,"$72,949.72",110 Players,16 Tournaments
25.,FIFA 14,"$67,660.28",52 Players,50 Tournaments
26.,Quake Live,"$64,438.87",80 Players,80 Tournaments
27.,Guild Wars 2,"$60,075.36",60 Players,19 Tournaments
28.,Age of Empires II,"$54,558.71",130 Players,23 Tournaments
29.,StarCraft: Brood War,"$53,601.35",32 Players,16 Tournaments
30.,Project M,"$53,150.21",208 Players,107 Tournaments
31.,Super Street Fighter IV Arcade Edition,"$39,044.63",68 Players,52 Tournaments
32.,BlazBlue: Chronophantasma,"$36,535.00",50 Players,10 Tournaments
33.,S.K.I.L.L. - Special Force 2,"$35,929.65",10 Players,3 Tournaments
34.,iRacing.com,"$30,500.00",8 Players,2 Tournaments
35.,Pro Evolution Soccer 2014,"$29,410.25",4 Players,1 Tournament
36.,Tekken Tag Tournament 2,"$27,583.40",73 Players,51 Tournaments
37.,Killer Instinct (2013),"$22,399.80",43 Players,12 Tournaments
38.,Halo 4,"$18,950.00",16 Players,3 Tournaments
39.,Ultimate Marvel vs. Capcom 3,"$17,570.01",71 Players,32 Tournaments
40.,Super Smash Bros. Brawl,"$16,629.31",80 Players,33 Tournaments
41.,TrackMania 2: Stadium,"$16,414.15",56 Players,17 Tournaments
42.,King of Fighters XIII,"$15,164.40",48 Players,12 Tournaments
43.,ShootMania Storm,"$15,000.00",9 Players,2 Tournaments
44.,Injustice: Gods Among Us,"$14,900.00",56 Players,44 Tournaments
45.,FIFA 15,"$14,808.90",38 Players,55 Tournaments
46.,Heroes of the Storm,"$14,257.50",47 Players,19 Tournaments
47.,Halo 3,"$10,140.23",21 Players,4 Tournaments
48.,Super Smash Bros. for Wii U,"$9,521.65",64 Players,17 Tournaments
49.,Call of Duty 4: Modern Warfare,"$6,028.93",0 Players,3 Tournaments
50.,Age of Empires,"$5,082.00",30 Players,4 Tournaments
51.,Pokémon VGC,"$5,000.00",2 Players,1 Tournament
52.,Age of Mythology,"$4,259.00",16 Players,8 Tournaments
53.,rFactor 2,"$3,545.13",30 Players,1 Tournament
54.,Super Smash Bros.,"$3,073.00",28 Players,8 Tournaments
55.,NHL 14,"$3,023.96",6 Players,3 Tournaments
56.,Chess.com,"$2,999.99",17 Players,3 Tournaments
57.,TrackMania Nations Forever,"$2,867.17",3 Players,1 Tournament
58.,Divekick,"$1,700.00",9 Players,3 Tournaments
59.,Counter-Strike,"$1,500.00",5 Players,1 Tournament
60.,TrackMania 2: Canyon,"$1,194.24",5 Players,2 Tournaments
61.,Persona 4 Arena,$820.00,11 Players,2 Tournaments
62.,Soul Calibur V,$635.00,32 Players,5 Tournaments
63.,Street Fighter X Tekken,$520.00,35 Players,7 Tournaments
64.,Capcom vs. SNK 2,$445.00,10 Players,2 Tournaments
65.,Guilty Gear XX Accent Core Plus R,$440.00,41 Players,7 Tournaments
66.,Under Night In-Birth EXE: Late,$320.00,16 Players,6 Tournaments
67.,Xonotic,$315.73,20 Players,1 Tournament
68.,Marvel vs. Capcom 2,$200.00,11 Players,2 Tournaments
69.,Dead or Alive 5 Ultimate,$0.00,33 Players,5 Tournaments
70.,Just Dance 2014,$0.00,3 Players,1 Tournament
71.,Mortal Kombat 9,$0.00,21 Players,3 Tournaments
72.,Persona 4 Arena Ultimax,$0.00,8 Players,1 Tournament
73.,Skullgirls Encore,$0.00,10 Players,2 Tournaments
74.,Soul Calibur II HD Online,$0.00,14 Players,2 Tournaments
75.,Street Fighter Alpha 3,$0.00,8 Players,1 Tournament
76.,Street Fighter III: 3rd Strike,$0.00,11 Players,2 Tournaments
77.,Super Street Fighter II Turbo,$0.00,23 Players,4 Tournaments
78.,Virtua Fighter 5 Final Showdown,$0.00,16 Players,2 Tournaments
