rank,country,earning,players,tournaments
1.,Counter-Strike,"$400,994.88",351 Players,14 Tournaments
2.,StarCraft: Brood War,"$144,860.35",36 Players,10 Tournaments
3.,Quake III Arena,"$110,325.52",37 Players,6 Tournaments
4.,Age of Empires II,"$92,866.00",37 Players,28 Tournaments
5.,WarCraft III,"$75,382.65",38 Players,7 Tournaments
6.,Return to Castle Wolfenstein,"$67,424.30",30 Players,2 Tournaments
7.,FIFA 2002 World Cup,"$43,000.00",8 Players,1 Tournament
8.,Unreal Tournament,"$43,000.00",8 Players,2 Tournaments
9.,Unreal Tournament 2003,"$34,000.00",18 Players,5 Tournaments
10.,NASCAR Thunder 2002,"$7,679.25",0 Players,1 Tournament
11.,Star Wars Jedi Knight II: Jedi Outcast,"$7,679.25",0 Players,1 Tournament
12.,Halo: Combat Evolved,"$5,000.00",21 Players,2 Tournaments
13.,Aliens versus Predator 2,"$3,500.00",1 Player,1 Tournament
14.,Age of Empires,$100.00,3 Players,1 Tournament
15.,Super Smash Bros. Melee,$40.00,4 Players,2 Tournaments
16.,Capcom vs. SNK 2,$0.00,3 Players,1 Tournament
17.,Marvel vs. Capcom 2,$0.00,3 Players,1 Tournament
18.,Super Street Fighter II Turbo,$0.00,3 Players,1 Tournament
