rank,country,earning,players,tournaments
1.,Dota 2,"$47,962,064.37",1072 Players,100 Tournaments
2.,Fortnite,"$22,436,362.30",1278 Players,153 Tournaments
3.,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile,"$21,904,288.33",1773 Players,87 Tournaments
4.,Counter-Strike: Global Offensive,"$21,590,001.40",3470 Players,542 Tournaments
5.,Arena of Valor,"$17,929,947.25",512 Players,20 Tournaments
6.,PLAYERUNKNOWN’S BATTLEGROUNDS,"$16,250,722.10",832 Players,77 Tournaments
7.,Rainbow Six Siege,"$9,257,505.05",1025 Players,101 Tournaments
8.,League of Legends,"$8,298,220.76",1607 Players,107 Tournaments
9.,VALORANT,"$7,007,032.33",2682 Players,390 Tournaments
10.,Call of Duty: Warzone,"$6,156,202.01",808 Players,189 Tournaments
11.,Call of Duty: Black Ops Cold War,"$6,043,000.00",221 Players,74 Tournaments
12.,Overwatch,"$5,841,756.00",633 Players,40 Tournaments
13.,Rocket League,"$5,497,915.41",1364 Players,624 Tournaments
14.,Apex Legends,"$5,141,786.35",865 Players,225 Tournaments
15.,Free Fire,"$5,009,058.94",684 Players,24 Tournaments
16.,Call of Duty: Mobile,"$3,060,280.00",233 Players,7 Tournaments
17.,Hearthstone,"$2,943,132.99",503 Players,62 Tournaments
18.,Mobile Legends: Bang Bang,"$2,577,497.88",539 Players,21 Tournaments
19.,League of Legends: Wild Rift,"$2,481,372.35",1001 Players,58 Tournaments
20.,Shadowverse,"$2,293,296.20",8 Players,1 Tournament
21.,FIFA 21,"$2,266,734.53",232 Players,25 Tournaments
22.,Brawl Stars,"$2,038,000.00",371 Players,64 Tournaments
23.,Magic: The Gathering Arena,"$2,000,000.00",38 Players,4 Tournaments
24.,CrossFire,"$1,938,654.50",123 Players,3 Tournaments
25.,StarCraft II,"$1,791,421.20",256 Players,419 Tournaments
26.,Clash Royale,"$1,566,000.00",131 Players,8 Tournaments
27.,chess24,"$1,520,929.34",44 Players,9 Tournaments
28.,Teamfight Tactics,"$1,252,234.96",172 Players,16 Tournaments
29.,Chess.com,"$1,029,475.39",356 Players,121 Tournaments
30.,World of WarCraft,"$930,000.00",72 Players,18 Tournaments
31.,iRacing.com,"$905,074.00",466 Players,44 Tournaments
32.,FIFA Online 4,"$812,685.96",182 Players,15 Tournaments
33.,Clash of Clans,"$793,965.00",112 Players,13 Tournaments
34.,F1 2021,"$750,000.00",22 Players,1 Tournament
35.,CrossFire Mobile,"$738,216.00",75 Players,2 Tournaments
36.,Brawlhalla,"$685,307.00",333 Players,93 Tournaments
37.,Call of Duty: Vanguard,"$642,500.00",162 Players,24 Tournaments
38.,Age of Empires II,"$640,548.53",682 Players,371 Tournaments
39.,WarCraft III: Reforged,"$617,194.84",89 Players,131 Tournaments
40.,SMITE,"$610,000.00",50 Players,2 Tournaments
41.,Super Smash Bros. Ultimate,"$546,343.67",586 Players,250 Tournaments
42.,Minecraft,"$516,289.00",304 Players,19 Tournaments
43.,Street Fighter V: Champion Edition,"$495,019.15",154 Players,57 Tournaments
44.,Identity V,"$463,435.33",6 Players,1 Tournament
45.,Halo Infinite,"$451,000.00",165 Players,11 Tournaments
46.,Gwent,"$394,165.00",30 Players,6 Tournaments
47.,Quake Champions,"$384,020.07",63 Players,17 Tournaments
48.,Gears 5,"$365,420.00",59 Players,34 Tournaments
49.,StarCraft: Remastered,"$308,061.73",131 Players,70 Tournaments
50.,Farming Simulator 19,"$276,447.33",69 Players,10 Tournaments
51.,Assetto Corsa,"$274,036.44",139 Players,47 Tournaments
52.,Assetto Corsa Competizione,"$262,975.10",244 Players,21 Tournaments
53.,Tekken 7,"$261,885.66",144 Players,46 Tournaments
54.,Super Smash Bros. Melee,"$258,784.14",117 Players,13 Tournaments
55.,eFootball,"$240,000.00",24 Players,6 Tournaments
56.,rFactor 2,"$233,012.82",149 Players,25 Tournaments
