rank,country,earning,players,tournaments
1.,Fortnite,"$79,118,854.01",3324 Players,439 Tournaments
2.,Dota 2,"$47,087,217.00",1415 Players,232 Tournaments
3.,Counter-Strike: Global Offensive,"$22,302,043.71",4013 Players,955 Tournaments
4.,PLAYERUNKNOWN’S BATTLEGROUNDS,"$11,491,289.96",1637 Players,144 Tournaments
5.,Arena of Valor,"$10,708,016.12",597 Players,28 Tournaments
6.,League of Legends,"$10,412,069.35",2176 Players,210 Tournaments
7.,Overwatch,"$9,592,469.65",1242 Players,61 Tournaments
8.,Call of Duty: Black Ops 4,"$6,391,689.00",343 Players,45 Tournaments
9.,Rainbow Six Siege,"$5,151,238.68",1190 Players,122 Tournaments
10.,Hearthstone,"$4,506,089.61",649 Players,108 Tournaments
11.,Magic: The Gathering Arena,"$4,498,000.00",226 Players,40 Tournaments
12.,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile,"$4,201,598.78",923 Players,34 Tournaments
13.,Rocket League,"$3,258,395.51",706 Players,270 Tournaments
14.,StarCraft II,"$3,130,147.59",396 Players,377 Tournaments
15.,Apex Legends,"$2,863,382.64",686 Players,80 Tournaments
16.,FIFA 19,"$2,705,786.44",257 Players,31 Tournaments
17.,Shadowverse,"$1,761,477.09",184 Players,35 Tournaments
18.,CrossFire,"$1,504,324.36",142 Players,12 Tournaments
19.,Clash of Clans,"$1,455,727.00",87 Players,21 Tournaments
20.,Mobile Legends: Bang Bang,"$1,449,015.67",390 Players,15 Tournaments
21.,Auto Chess,"$1,076,322.28",72 Players,6 Tournaments
22.,Super Smash Bros. Ultimate,"$1,049,770.97",1639 Players,969 Tournaments
23.,Clash Royale,"$1,047,130.00",112 Players,10 Tournaments
24.,Street Fighter V: Arcade Edition,"$845,119.16",153 Players,50 Tournaments
25.,Free Fire,"$825,242.47",414 Players,15 Tournaments
26.,World of WarCraft,"$806,000.00",86 Players,28 Tournaments
27.,Tekken 7,"$770,873.63",270 Players,99 Tournaments
28.,Madden NFL 20,"$703,000.00",32 Players,1 Tournament
29.,Gears 5,"$562,000.00",94 Players,10 Tournaments
30.,FIFA Online 4,"$553,615.95",137 Players,7 Tournaments
31.,Paladins,"$550,000.00",101 Players,6 Tournaments
32.,Brawlhalla,"$523,239.00",209 Players,125 Tournaments
33.,Gears of War 4,"$507,000.00",79 Players,16 Tournaments
34.,F1 2019,"$500,000.00",22 Players,1 Tournament
35.,FIFA 20,"$476,358.96",139 Players,21 Tournaments
36.,TEPPEN,"$456,721.47",12 Players,1 Tournament
37.,Teamfight Tactics,"$449,284.65",133 Players,11 Tournaments
38.,iRacing.com,"$399,642.94",256 Players,23 Tournaments
39.,WarCraft III,"$392,576.52",67 Players,40 Tournaments
40.,Forza Motorsport 7,"$366,200.00",73 Players,5 Tournaments
41.,Brawl Stars,"$354,376.06",89 Players,14 Tournaments
42.,Call of Duty: Modern Warfare,"$348,612.50",78 Players,10 Tournaments
43.,Halo 3,"$335,200.00",66 Players,9 Tournaments
44.,StarCraft: Remastered,"$332,010.21",77 Players,73 Tournaments
45.,Heroes of the Storm,"$316,914.92",179 Players,29 Tournaments
46.,Mortal Kombat 11,"$309,234.68",161 Players,37 Tournaments
47.,Hearthstone Battlegrounds,"$300,000.00",16 Players,1 Tournament
48.,Call of Duty: Blackout,"$296,608.35",152 Players,12 Tournaments
49.,Point Blank,"$263,581.77",117 Players,9 Tournaments
50.,Super Smash Bros. Melee,"$229,730.22",386 Players,122 Tournaments
51.,Pro Evolution Soccer 2019,"$216,000.00",25 Players,2 Tournaments
52.,Magic: The Gathering Online,"$200,000.00",24 Players,1 Tournament
53.,CrossFire Mobile,"$195,939.00",59 Players,1 Tournament
54.,Chess.com,"$154,858.11",151 Players,23 Tournaments
55.,Blade & Soul,"$152,738.65",49 Players,1 Tournament
56.,Summoners War: Sky Arena,"$140,000.00",4 Players,1 Tournament
57.,Age of Empires II,"$138,019.31",197 Players,144 Tournaments
58.,Minecraft,"$130,000.00",17 Players,13 Tournaments
59.,Battalion 1944,"$128,078.05",97 Players,22 Tournaments
60.,Dragon Ball FighterZ,"$125,052.77",108 Players,43 Tournaments
61.,Assetto Corsa,"$109,914.10",46 Players,21 Tournaments
62.,Farming Simulator 19,"$106,133.10",72 Players,8 Tournaments
63.,Madden NFL 19,"$100,000.00",5 Players,2 Tournaments
64.,Sea of Thieves,"$100,000.00",67 Players,4 Tournaments
65.,Old School Runescape,"$97,000.00",7 Players,4 Tournaments
66.,Quake Champions,"$96,186.51",35 Players,7 Tournaments
67.,rFactor 2,"$95,118.59",139 Players,21 Tournaments
68.,Multigaming,"$89,274.63",15 Players,2 Tournaments
69.,Soul Calibur VI,"$86,074.21",83 Players,30 Tournaments
