rank,country,earning,players,tournaments
1.,League of Legends,"$4,287,289.10",935 Players,391 Tournaments
2.,StarCraft II,"$4,206,824.73",673 Players,697 Tournaments
3.,Dota 2,"$2,087,094.85",258 Players,96 Tournaments
4.,Counter-Strike,"$547,584.85",535 Players,65 Tournaments
5.,CrossFire,"$361,230.36",163 Players,24 Tournaments
6.,Heroes of Newerth,"$341,962.28",313 Players,63 Tournaments
7.,World of WarCraft,"$228,000.00",15 Players,3 Tournaments
8.,Counter-Strike: Global Offensive,"$222,538.77",311 Players,48 Tournaments
9.,Counter-Strike: Source,"$214,637.92",290 Players,35 Tournaments
10.,Defense of the Ancients,"$205,438.37",113 Players,11 Tournaments
11.,Call of Duty: Modern Warfare 3,"$154,800.32",187 Players,40 Tournaments
12.,World of Tanks,"$123,502.27",67 Players,9 Tournaments
13.,Super Street Fighter IV Arcade Edition,"$117,347.60",63 Players,40 Tournaments
14.,StarCraft: Brood War,"$106,816.29",52 Players,31 Tournaments
15.,Counter-Strike Online,"$106,108.00",33 Players,4 Tournaments
16.,Mortal Kombat 9,"$101,300.00",24 Players,9 Tournaments
17.,ShootMania Storm,"$100,000.00",21 Players,2 Tournaments
18.,Point Blank,"$94,500.00",64 Players,8 Tournaments
19.,WarCraft III,"$81,703.39",35 Players,59 Tournaments
20.,Quake Live,"$71,284.81",30 Players,56 Tournaments
21.,Street Fighter X Tekken,"$66,015.64",51 Players,27 Tournaments
22.,Halo: Reach,"$64,567.99",57 Players,10 Tournaments
23.,Tekken Tag Tournament 2,"$58,720.00",47 Players,20 Tournaments
24.,Soul Calibur V,"$57,500.90",22 Players,9 Tournaments
25.,FIFA 12,"$56,170.52",52 Players,52 Tournaments
26.,KartRider,"$53,139.00",17 Players,3 Tournaments
27.,Team Fortress 2,"$40,007.80",97 Players,9 Tournaments
28.,Halo 4,"$40,000.00",16 Players,1 Tournament
29.,iRacing.com,"$32,500.00",8 Players,2 Tournaments
30.,Super Smash Bros. Melee,"$30,778.50",87 Players,28 Tournaments
31.,Call of Duty: Black Ops 2,"$29,997.95",32 Players,4 Tournaments
32.,Battlefield 3,"$25,407.46",5 Players,6 Tournaments
33.,Age of Empires II,"$24,942.94",42 Players,6 Tournaments
34.,King of Fighters XIII,"$21,995.00",29 Players,8 Tournaments
35.,Bloodline Champions,"$21,450.00",27 Players,6 Tournaments
36.,Super Smash Bros. Brawl,"$18,424.46",57 Players,24 Tournaments
37.,TrackMania Nations Forever,"$18,051.32",21 Players,13 Tournaments
38.,FIFA 13,"$17,123.27",21 Players,18 Tournaments
39.,BlazBlue: Continuum Shift II,"$16,999.58",0 Players,1 Tournament
40.,Call of Duty 4: Modern Warfare,"$16,525.03",51 Players,8 Tournaments
41.,Super Street Fighter II Turbo HD Remix,"$16,200.00",18 Players,3 Tournaments
42.,Street Fighter III: 3rd Strike,"$15,780.72",18 Players,4 Tournaments
43.,TrackMania 2: Canyon,"$13,237.04",8 Players,26 Tournaments
44.,Pokémon VGC,"$5,000.00",2 Players,1 Tournament
45.,Ultimate Marvel vs. Capcom 3,"$4,696.23",22 Players,6 Tournaments
46.,rFactor,"$4,645.73",29 Players,1 Tournament
47.,Gears of War 3,"$4,555.81",0 Players,2 Tournaments
48.,Tekken 6,"$4,541.78",9 Players,4 Tournaments
49.,Age of Empires,"$1,015.00",19 Players,1 Tournament
50.,Call of Duty 2,"$1,014.32",10 Players,1 Tournament
51.,Age of Mythology,$990.00,8 Players,3 Tournaments
52.,Project M,$751.81,10 Players,4 Tournaments
53.,NHL 12,$702.93,6 Players,2 Tournaments
54.,Persona 4 Arena,$476.63,14 Players,3 Tournaments
55.,Super Smash Bros.,$400.00,7 Players,2 Tournaments
56.,Age of Empires III,$345.00,4 Players,2 Tournaments
57.,QuakeWorld,$255.66,1 Player,1 Tournament
58.,Call of Duty: Black Ops,$240.00,0 Players,1 Tournament
59.,Forza Motorsport 4,$132.37,2 Players,1 Tournament
60.,Dead or Alive 5,$0.00,4 Players,1 Tournament
61.,Super Street Fighter II Turbo,$0.00,4 Players,1 Tournament
