rank,country,earning,players,tournaments
1.,Counter-Strike,"$2,136,311.20",967 Players,122 Tournaments
2.,StarCraft: Brood War,"$848,422.31",147 Players,47 Tournaments
3.,Halo 2,"$618,050.00",54 Players,19 Tournaments
4.,WarCraft III,"$578,116.17",121 Players,89 Tournaments
5.,Quake 4,"$365,755.30",77 Players,35 Tournaments
6.,Counter-Strike: Source,"$177,710.53",254 Players,26 Tournaments
7.,Super Smash Bros. Melee,"$144,584.00",44 Players,22 Tournaments
8.,Madden NFL 2006,"$100,000.00",1 Player,1 Tournament
9.,FIFA 06,"$85,769.99",17 Players,10 Tournaments
10.,Quake III Arena,"$83,813.76",46 Players,6 Tournaments
11.,TrackMania Nations,"$80,000.00",15 Players,2 Tournaments
12.,Battlefield 2,"$79,074.59",0 Players,8 Tournaments
13.,Project Gotham Racing 3,"$72,300.00",8 Players,4 Tournaments
14.,Dead or Alive 4,"$53,050.00",13 Players,4 Tournaments
15.,"Warhammer 40,000: Dawn of War","$43,000.00",3 Players,1 Tournament
16.,Wolfenstein: Enemy Territory,"$36,350.20",54 Players,4 Tournaments
17.,Need for Speed: Most Wanted,"$35,000.00",14 Players,6 Tournaments
18.,Gran Turismo 4,"$32,000.00",4 Players,1 Tournament
19.,Pro Evolution Soccer 5,"$32,000.00",4 Players,1 Tournament
20.,Call of Duty 2,"$31,249.28",0 Players,8 Tournaments
21.,FIFA 07,"$27,300.00",5 Players,3 Tournaments
22.,Age of Empires II,"$25,332.54",50 Players,5 Tournaments
23.,Ghost Recon Advanced Warfighter,"$24,000.00",0 Players,2 Tournaments
24.,Forza Motorsport 2,"$15,000.00",2 Players,1 Tournament
25.,Day of Defeat,"$10,300.00",1 Player,1 Tournament
26.,Capcom vs. SNK 2,"$10,250.00",8 Players,1 Tournament
27.,Guilty Gear XX Slash,"$10,250.00",6 Players,1 Tournament
28.,Hyper Street Fighter II,"$10,250.00",8 Players,1 Tournament
29.,Marvel vs. Capcom 2,"$10,250.00",8 Players,1 Tournament
30.,Street Fighter III: 3rd Strike,"$10,250.00",8 Players,1 Tournament
31.,Tekken 5,"$10,250.00",8 Players,1 Tournament
32.,Age of Empires III,"$4,500.00",10 Players,4 Tournaments
33.,Call of Duty,"$4,170.00",15 Players,1 Tournament
34.,Live for Speed,"$1,895.48",6 Players,2 Tournaments
35.,Defense of the Ancients,$738.83,5 Players,1 Tournament
36.,Unreal Tournament 2004,$550.00,3 Players,2 Tournaments
37.,Age of Empires,$289.25,19 Players,2 Tournaments
