rank,country,earning,players,tournaments
Tekken 6,1.,United States,"$56,523.74",28 Players
Tekken 6,2.,"Korea, Republic of","$29,685.61",5 Players
Tekken 6,3.,Japan,"$17,783.09",5 Players
Tekken 6,4.,Kazakhstan,"$3,954.94",7 Players
Tekken 6,5.,Sweden,"$3,339.24",2 Players
Tekken 6,6.,Italy,"$3,000.00",1 Player
Tekken 6,7.,Finland,"$1,841.51",3 Players
Tekken 6,8.,Norway,"$1,775.33",3 Players
Tekken 6,9.,Netherlands,"$1,354.74",1 Player
Tekken 6,10.,Thailand,$500.00,1 Player
Tekken 6,11.,Canada,$116.44,3 Players
Tekken 6,12.,Indonesia,$0.00,1 Player
Tekken 6,13.,India,$0.00,1 Player
