rank,country,earning,players,tournaments
FIFA 15,1.,France,"$34,394.05",18 Players
FIFA 15,2.,United Kingdom,"$29,682.25",10 Players
FIFA 15,3.,Germany,"$23,387.15",69 Players
FIFA 15,4.,Saudi Arabia,"$20,000.00",1 Player
FIFA 15,5.,Sweden,"$13,621.71",5 Players
FIFA 15,6.,Spain,"$6,507.59",6 Players
FIFA 15,7.,"Iran, Islamic Republic of","$4,000.00",1 Player
FIFA 15,8.,Denmark,"$2,338.60",3 Players
FIFA 15,9.,Poland,"$2,221.57",11 Players
FIFA 15,10.,Turkey,"$1,517.98",3 Players
FIFA 15,11.,Russian Federation,"$1,266.66",8 Players
FIFA 15,12.,Malta,"$1,024.99",7 Players
FIFA 15,13.,Portugal,$682.18,1 Player
FIFA 15,14.,Switzerland,$633.00,2 Players
FIFA 15,15.,South Africa,$617.08,8 Players
FIFA 15,16.,Romania,$505.65,3 Players
FIFA 15,17.,Austria,$498.57,2 Players
FIFA 15,18.,Finland,$391.90,3 Players
FIFA 15,19.,Ireland,$280.05,1 Player
FIFA 15,20.,Netherlands,$276.04,1 Player
FIFA 15,21.,Hungary,$234.49,1 Player
FIFA 15,22.,Italy,$165.61,1 Player
FIFA 15,23.,Ukraine,$61.02,1 Player
FIFA 15,24.,Maldives,$0.00,1 Player
