rank,country,earning,players,tournaments
FIFA 14,1.,Denmark,"$21,250.00",1 Player
FIFA 14,2.,Sweden,"$17,524.81",9 Players
FIFA 14,3.,France,"$16,500.00",2 Players
FIFA 14,4.,Germany,"$13,090.54",16 Players
FIFA 14,5.,"Iran, Islamic Republic of","$10,128.87",1 Player
FIFA 14,6.,United Kingdom,"$6,651.25",3 Players
FIFA 14,7.,Russian Federation,"$2,912.57",3 Players
FIFA 14,8.,Poland,"$2,782.71",9 Players
FIFA 14,9.,Argentina,"$2,000.00",1 Player
FIFA 14,10.,Netherlands,"$1,000.00",1 Player
FIFA 14,11.,Malta,$805.51,3 Players
FIFA 14,12.,Finland,$614.97,4 Players
FIFA 14,13.,Romania,$409.77,2 Players
FIFA 14,14.,Turkey,$271.79,2 Players
FIFA 14,15.,Italy,$136.58,1 Player
FIFA 14,16.,Armenia,$134.91,1 Player
FIFA 14,17.,Bulgaria,$133.55,1 Player
