rank,country,earning,players,tournaments
FIFA 11,1.,Portugal,"$22,000.00",1 Player
FIFA 11,2.,Germany,"$14,047.34",11 Players
FIFA 11,3.,Kazakhstan,"$9,276.93",34 Players
FIFA 11,4.,France,"$8,000.00",1 Player
FIFA 11,5.,Colombia,"$5,000.00",1 Player
FIFA 11,6.,Poland,"$4,865.86",6 Players
FIFA 11,7.,Spain,"$4,000.00",1 Player
FIFA 11,8.,Bulgaria,"$2,342.51",2 Players
FIFA 11,9.,Russian Federation,"$1,981.86",3 Players
FIFA 11,10.,Ukraine,"$1,372.21",1 Player
FIFA 11,11.,Italy,"$1,319.95",1 Player
FIFA 11,12.,Australia,"$1,000.00",1 Player
FIFA 11,13.,Netherlands,"$1,000.00",1 Player
FIFA 11,14.,Brazil,$909.11,3 Players
FIFA 11,15.,Malaysia,$500.00,1 Player
FIFA 11,16.,Romania,$420.06,3 Players
FIFA 11,17.,"Iran, Islamic Republic of",$137.64,1 Player
