rank,country,earning,players,tournaments
FIFA 22,1.,Germany,"$589,450.95",57 Players
FIFA 22,2.,Brazil,"$441,144.46",36 Players
FIFA 22,3.,Argentina,"$324,455.00",13 Players
FIFA 22,4.,Portugal,"$188,685.83",25 Players
FIFA 22,5.,United Kingdom,"$182,374.99",23 Players
FIFA 22,6.,Spain,"$167,410.48",19 Players
FIFA 22,7.,Italy,"$167,250.00",18 Players
FIFA 22,8.,France,"$123,173.81",20 Players
FIFA 22,9.,Netherlands,"$117,000.00",7 Players
FIFA 22,10.,Poland,"$96,960.25",9 Players
FIFA 22,11.,Sweden,"$93,349.50",19 Players
FIFA 22,12.,United States,"$74,625.00",8 Players
FIFA 22,13.,Denmark,"$67,500.00",10 Players
FIFA 22,14.,Saudi Arabia,"$57,000.00",12 Players
FIFA 22,15.,Israel,"$53,749.99",3 Players
FIFA 22,16.,Mexico,"$51,124.99",11 Players
FIFA 22,17.,Australia,"$41,250.00",9 Players
FIFA 22,18.,Japan,"$34,259.83",8 Players
FIFA 22,19.,Egypt,"$27,000.00",6 Players
FIFA 22,20.,Belgium,"$26,750.00",2 Players
FIFA 22,21.,Romania,"$22,394.90",2 Players
FIFA 22,22.,United Arab Emirates,"$18,749.99",5 Players
FIFA 22,23.,India,"$15,499.99",3 Players
FIFA 22,24.,Malaysia,"$14,500.00",5 Players
FIFA 22,25.,"Korea, Republic of","$13,137.29",5 Players
FIFA 22,26.,Canada,"$13,000.00",3 Players
FIFA 22,27.,Serbia,"$12,593.94",2 Players
FIFA 22,28.,Malta,"$11,731.70",8 Players
FIFA 22,29.,Singapore,"$11,249.98",7 Players
FIFA 22,30.,Kuwait,"$10,500.00",1 Player
FIFA 22,31.,Czech Republic,"$10,086.32",10 Players
FIFA 22,32.,Senegal,"$8,500.00",1 Player
FIFA 22,33.,Colombia,"$8,000.00",3 Players
FIFA 22,34.,Turkey,"$7,250.00",2 Players
FIFA 22,35.,Hong Kong,"$6,274.60",4 Players
FIFA 22,36.,South Africa,"$6,000.00",2 Players
FIFA 22,37.,Hungary,"$5,724.52",2 Players
FIFA 22,38.,Indonesia,"$5,000.00",2 Players
FIFA 22,39.,Norway,"$5,000.00",1 Player
FIFA 22,40.,Austria,"$4,750.00",1 Player
FIFA 22,41.,Peru,"$4,749.99",5 Players
FIFA 22,42.,Venezuela,"$4,000.00",2 Players
FIFA 22,43.,Ireland,"$3,500.00",1 Player
FIFA 22,44.,Qatar,"$3,500.00",1 Player
FIFA 22,45.,Chile,"$3,250.00",2 Players
FIFA 22,46.,Croatia,"$2,751.25",3 Players
FIFA 22,47.,Kazakhstan,"$2,499.99",3 Players
FIFA 22,48.,Morocco,"$2,499.99",3 Players
FIFA 22,49.,Panama,"$2,000.00",1 Player
FIFA 22,50.,Russian Federation,"$1,250.00",1 Player
FIFA 22,51.,Slovenia,"$1,144.90",2 Players
FIFA 22,52.,Slovakia,"$1,144.90",2 Players
FIFA 22,53.,Bulgaria,"$1,000.00",1 Player
FIFA 22,54.,Ecuador,"$1,000.00",1 Player
FIFA 22,55.,Luxembourg,"$1,000.00",1 Player
