rank,country,earning,players,tournaments
FIFA 17,1.,United Kingdom,"$382,513.48",14 Players
FIFA 17,2.,France,"$244,921.17",7 Players
FIFA 17,3.,Germany,"$219,116.56",19 Players
FIFA 17,4.,United States,"$116,000.00",13 Players
FIFA 17,5.,Saudi Arabia,"$103,833.14",7 Players
FIFA 17,6.,Brazil,"$74,000.00",4 Players
FIFA 17,7.,Australia,"$44,000.00",11 Players
FIFA 17,8.,Denmark,"$40,139.98",7 Players
FIFA 17,9.,Italy,"$34,000.00",1 Player
FIFA 17,10.,Netherlands,"$30,000.00",5 Players
FIFA 17,11.,Japan,"$27,500.00",2 Players
FIFA 17,12.,Mexico,"$27,500.00",3 Players
FIFA 17,13.,Hong Kong,"$22,000.00",4 Players
FIFA 17,14.,Sweden,"$14,217.83",4 Players
FIFA 17,15.,Chile,"$13,500.00",1 Player
FIFA 17,16.,Colombia,"$13,500.00",1 Player
FIFA 17,17.,Russian Federation,"$12,799.30",4 Players
FIFA 17,18.,Canada,"$6,500.00",3 Players
FIFA 17,19.,New Zealand,"$6,000.00",1 Player
FIFA 17,20.,Malta,"$4,423.53",6 Players
FIFA 17,21.,Jordan,"$2,000.00",1 Player
FIFA 17,22.,Ukraine,"$1,886.30",2 Players
FIFA 17,23.,Poland,"$1,777.94",7 Players
FIFA 17,24.,Uzbekistan,"$1,500.00",1 Player
FIFA 17,25.,Argentina,"$1,000.00",1 Player
FIFA 17,26.,Croatia,$593.03,5 Players
FIFA 17,27.,Slovenia,$104.65,1 Player
