rank,country,earning,players,tournaments
FIFA 19,1.,Germany,"$617,862.57",47 Players
FIFA 19,2.,United Kingdom,"$478,314.64",47 Players
FIFA 19,3.,France,"$296,049.91",26 Players
FIFA 19,4.,Argentina,"$242,125.00",5 Players
FIFA 19,5.,Saudi Arabia,"$227,115.00",11 Players
FIFA 19,6.,Denmark,"$213,200.00",25 Players
FIFA 19,7.,Brazil,"$197,350.00",25 Players
FIFA 19,8.,United States,"$140,700.00",17 Players
FIFA 19,9.,Netherlands,"$130,975.00",14 Players
FIFA 19,10.,Spain,"$112,109.56",13 Players
FIFA 19,11.,Portugal,"$86,407.87",12 Players
FIFA 19,12.,Mexico,"$78,850.00",6 Players
FIFA 19,13.,Bulgaria,"$68,455.29",5 Players
FIFA 19,14.,Sweden,"$67,933.99",25 Players
FIFA 19,15.,Poland,"$53,306.67",14 Players
FIFA 19,16.,Ireland,"$53,076.67",2 Players
FIFA 19,17.,Belgium,"$52,308.64",3 Players
FIFA 19,18.,Canada,"$43,636.67",8 Players
FIFA 19,19.,Italy,"$30,468.64",7 Players
FIFA 19,20.,Malta,"$28,077.34",10 Players
FIFA 19,21.,Australia,"$17,408.64",8 Players
FIFA 19,22.,Russian Federation,"$15,054.54",5 Players
FIFA 19,23.,Japan,"$11,768.64",7 Players
FIFA 19,24.,Israel,"$11,461.36",1 Player
FIFA 19,25.,Colombia,"$10,750.00",4 Players
FIFA 19,26.,Austria,"$7,177.81",6 Players
FIFA 19,27.,Turkey,"$7,000.00",4 Players
FIFA 19,28.,Ghana,"$2,808.76",5 Players
FIFA 19,29.,"Korea, Republic of","$2,500.00",5 Players
FIFA 19,30.,Finland,"$1,658.64",3 Players
FIFA 19,31.,China,"$1,300.00",3 Players
FIFA 19,32.,Norway,"$1,300.00",3 Players
FIFA 19,33.,Hong Kong,"$1,265.00",1 Player
FIFA 19,34.,New Zealand,"$1,105.00",3 Players
FIFA 19,35.,Thailand,"$1,000.00",2 Players
FIFA 19,36.,Czech Republic,$565.00,1 Player
FIFA 19,37.,Malaysia,$500.00,1 Player
FIFA 19,38.,Ukraine,$500.00,2 Players
FIFA 19,39.,South Africa,$400.00,1 Player
