rank,country,earning,players
1.,Norway,"$368,432.79",36 Players
2.,China,"$338,668.93",158 Players
3.,Canada,"$304,676.96",48 Players
4.,Austria,"$205,916.93",20 Players
5.,Spain,"$193,238.70",77 Players
6.,Brazil,"$171,452.56",82 Players
7.,"Korea, Republic of","$151,951.41",16 Players
8.,Finland,"$150,628.70",32 Players
9.,Germany,"$144,796.71",206 Players
10.,Serbia,"$132,107.10",5 Players
11.,Viet Nam,"$128,684.91",62 Players
12.,Argentina,"$114,032.83",96 Players
13.,"Taiwan, Republic of China","$80,970.01",101 Players
14.,United States,"$76,179.54",88 Players
15.,Russian Federation,"$75,881.69",54 Players
16.,France,"$68,181.32",141 Players
17.,Japan,"$50,364.73",56 Players
18.,Hong Kong,"$36,521.26",53 Players
19.,United Kingdom,"$35,597.03",73 Players
20.,Poland,"$31,297.10",57 Players
21.,Sweden,"$21,003.48",34 Players
22.,Italy,"$16,479.49",59 Players
23.,Turkey,"$15,866.09",45 Players
24.,Netherlands,"$15,745.40",41 Players
25.,Mexico,"$13,217.26",69 Players
26.,Czech Republic,"$13,143.31",17 Players
27.,Greece,"$11,400.83",5 Players
28.,Kazakhstan,"$11,280.00",16 Players
29.,Peru,"$11,113.78",6 Players
30.,Australia,"$11,028.01",60 Players
31.,India,"$10,815.96",65 Players
32.,Chile,"$9,491.73",32 Players
33.,Belgium,"$9,110.76",8 Players
34.,Ukraine,"$8,376.17",14 Players
35.,Slovenia,"$8,284.16",8 Players
36.,Denmark,"$8,080.90",15 Players
37.,Israel,"$5,876.39",8 Players
38.,Bulgaria,"$5,415.12",3 Players
39.,Switzerland,"$4,646.20",39 Players
40.,Ireland,"$4,637.30",5 Players
41.,Belarus,"$3,993.34",6 Players
42.,Hungary,"$3,537.85",63 Players
43.,Uruguay,"$2,872.68",8 Players
44.,Lithuania,"$2,733.43",4 Players
45.,Portugal,"$2,094.58",15 Players
46.,Estonia,"$1,797.67",2 Players
47.,New Zealand,"$1,470.46",3 Players
48.,Romania,"$1,363.36",10 Players
49.,Latvia,"$1,352.84",3 Players
50.,Slovakia,"$1,336.00",4 Players
51.,Colombia,$995.75,11 Players
52.,Bosnia and Herzegovina,$665.85,9 Players
53.,Pakistan,$664.88,9 Players
54.,Singapore,$650.00,1 Player
55.,Algeria,$525.00,1 Player
56.,Malta,$453.33,1 Player
57.,Croatia,$350.37,6 Players
58.,--UNDEFINED--,$329.25,10 Players
59.,"Iran, Islamic Republic of",$312.50,1 Player
60.,Åland Islands,$250.00,1 Player
61.,South Africa,$226.04,9 Players
62.,Sri Lanka,$210.00,1 Player
63.,Malaysia,$177.60,1 Player
64.,Bahrain,$134.19,2 Players
65.,Albania,$109.19,1 Player
66.,Morocco,$78.50,2 Players
67.,United Arab Emirates,$62.50,1 Player
68.,Bolivia,$50.00,1 Player
69.,Luxembourg,$41.59,1 Player
70.,Montenegro,$35.00,1 Player
71.,Paraguay,$27.00,2 Players
72.,Lebanon,$23.50,1 Player
73.,Ecuador,$20.00,1 Player
74.,Macao,$20.00,1 Player
