rank,country,earning,players
1.,United States,"$847,732.98",305 Players
2.,"Korea, Republic of","$841,409.04",100 Players
3.,Germany,"$429,767.92",177 Players
4.,Sweden,"$401,672.14",110 Players
5.,Netherlands,"$271,416.76",17 Players
6.,China,"$221,158.28",79 Players
7.,Italy,"$180,460.23",6 Players
8.,Russian Federation,"$177,811.69",138 Players
9.,Norway,"$136,776.08",56 Players
10.,Canada,"$122,441.67",29 Players
11.,Denmark,"$91,343.60",59 Players
12.,Brazil,"$85,315.15",44 Players
13.,France,"$82,799.36",58 Players
14.,Austria,"$57,345.96",14 Players
15.,United Kingdom,"$53,969.54",13 Players
16.,Spain,"$35,343.64",26 Players
17.,Finland,"$31,744.32",31 Players
18.,Poland,"$31,556.40",14 Players
19.,Estonia,"$30,833.37",11 Players
20.,Kazakhstan,"$28,360.71",8 Players
21.,Japan,"$18,275.00",19 Players
22.,Bulgaria,"$16,591.85",8 Players
23.,Ukraine,"$15,072.33",38 Players
24.,Saudi Arabia,"$13,000.00",1 Player
25.,Singapore,"$11,044.75",4 Players
26.,Australia,"$7,400.00",5 Players
27.,Belgium,"$7,306.75",7 Players
28.,Serbia,"$6,500.00",6 Players
29.,Lithuania,"$5,911.20",1 Player
30.,Hungary,"$5,591.25",2 Players
31.,Slovenia,"$4,166.67",1 Player
32.,Croatia,"$3,590.89",1 Player
33.,Czech Republic,"$2,919.82",3 Players
34.,Argentina,"$2,850.00",18 Players
35.,Turkey,"$2,802.15",6 Players
36.,Romania,"$1,500.00",6 Players
37.,Belarus,"$1,312.26",11 Players
38.,Israel,"$1,300.00",1 Player
39.,Thailand,"$1,268.39",1 Player
40.,Switzerland,"$1,000.00",1 Player
41.,New Zealand,$600.00,1 Player
42.,Chile,$575.00,6 Players
43.,Viet Nam,$450.00,6 Players
44.,Malta,$350.00,1 Player
45.,Iceland,$157.79,1 Player
46.,Venezuela,$150.00,1 Player
47.,Greece,$119.49,1 Player
48.,Hong Kong,$100.00,1 Player
49.,Portugal,$50.00,1 Player
