rank,country,earning,players
1.,"Korea, Republic of","$3,780,071.49",395 Players
2.,China,"$2,258,533.06",255 Players
3.,United States,"$1,325,875.03",691 Players
4.,"Taiwan, Republic of China","$883,755.48",31 Players
5.,Russian Federation,"$667,701.08",307 Players
6.,Sweden,"$510,596.80",248 Players
7.,Germany,"$463,895.86",320 Players
8.,Canada,"$459,460.20",173 Players
9.,France,"$457,351.25",278 Players
10.,Ukraine,"$333,466.51",96 Players
11.,Poland,"$311,833.81",122 Players
12.,Denmark,"$296,799.13",156 Players
13.,Malaysia,"$284,709.40",30 Players
14.,Hong Kong,"$213,427.99",14 Players
15.,Spain,"$198,951.71",125 Players
16.,United Kingdom,"$186,948.37",196 Players
17.,Finland,"$111,664.15",155 Players
18.,Netherlands,"$104,980.41",80 Players
19.,Belgium,"$93,086.43",38 Players
20.,Japan,"$92,747.62",31 Players
21.,Brazil,"$84,710.36",47 Players
22.,Singapore,"$79,249.31",58 Players
23.,Viet Nam,"$75,186.01",43 Players
24.,Philippines,"$71,425.50",50 Players
25.,Estonia,"$66,213.25",9 Players
26.,Norway,"$65,759.00",47 Players
27.,Armenia,"$62,677.24",1 Player
28.,Australia,"$59,346.14",66 Players
29.,Macao,"$43,568.82",1 Player
30.,Lithuania,"$37,862.67",12 Players
31.,Belarus,"$36,536.89",20 Players
32.,Mexico,"$32,401.50",16 Players
33.,Chile,"$27,261.40",12 Players
34.,Italy,"$24,912.09",14 Players
35.,Kazakhstan,"$23,333.46",110 Players
36.,Croatia,"$23,141.80",16 Players
37.,Indonesia,"$23,000.00",17 Players
38.,Romania,"$22,145.41",39 Players
39.,Austria,"$21,356.71",8 Players
40.,Switzerland,"$18,666.51",10 Players
41.,Portugal,"$16,463.34",63 Players
42.,Thailand,"$15,193.89",32 Players
43.,Venezuela,"$15,046.47",2 Players
44.,Peru,"$13,654.55",9 Players
45.,New Zealand,"$13,310.85",20 Players
46.,Israel,"$11,869.59",8 Players
47.,Serbia,"$10,825.60",23 Players
48.,Cuba,"$10,500.00",1 Player
49.,Bulgaria,"$9,420.46",22 Players
50.,Argentina,"$6,907.20",29 Players
51.,Slovakia,"$6,499.48",15 Players
52.,Czech Republic,"$6,068.26",32 Players
53.,Ireland,"$4,494.68",8 Players
54.,Turkey,"$3,074.43",24 Players
55.,Azerbaijan,"$2,500.00",5 Players
56.,India,"$2,413.00",8 Players
57.,North Macedonia,"$2,134.78",6 Players
58.,Mongolia,"$2,000.00",5 Players
59.,Hungary,"$1,917.02",11 Players
60.,Bosnia and Herzegovina,"$1,904.48",3 Players
61.,Malta,"$1,803.78",8 Players
62.,Greece,"$1,529.24",22 Players
63.,Åland Islands,"$1,260.00",12 Players
64.,Colombia,"$1,200.00",2 Players
65.,Puerto Rico,$817.50,1 Player
66.,Lebanon,$600.00,2 Players
67.,Bahrain,$500.00,1 Player
68.,Slovenia,$427.25,8 Players
69.,South Africa,$307.47,1 Player
70.,Iceland,$203.54,2 Players
71.,Costa Rica,$150.00,1 Player
72.,"Iran, Islamic Republic of",$128.69,1 Player
73.,Kuwait,$105.32,1 Player
74.,Latvia,$54.63,1 Player
75.,Morocco,$32.60,1 Player
76.,Saudi Arabia,$0.00,1 Player
