rank,country,earning,players
1.,United States,"$1,593,729.33",634 Players
2.,"Korea, Republic of","$1,455,668.07",253 Players
3.,Sweden,"$397,846.89",171 Players
4.,China,"$349,749.20",109 Players
5.,Germany,"$342,844.14",476 Players
6.,Ukraine,"$272,262.62",88 Players
7.,France,"$227,409.96",207 Players
8.,Russian Federation,"$173,172.72",153 Players
9.,Denmark,"$157,860.82",118 Players
10.,Canada,"$131,693.43",111 Players
11.,United Kingdom,"$117,667.40",183 Players
12.,Brazil,"$94,267.91",44 Players
13.,Finland,"$90,040.65",105 Players
14.,Poland,"$88,434.53",69 Players
15.,Kazakhstan,"$52,204.30",73 Players
16.,Netherlands,"$48,875.60",64 Players
17.,Italy,"$42,598.94",15 Players
18.,Japan,"$39,709.04",20 Players
19.,Belarus,"$34,623.98",10 Players
20.,Norway,"$30,380.33",48 Players
21.,Peru,"$20,341.74",5 Players
22.,Austria,"$20,018.77",33 Players
23.,Australia,"$18,683.11",25 Players
24.,Belgium,"$16,542.52",33 Players
25.,Thailand,"$15,697.88",5 Players
26.,"Taiwan, Republic of China","$14,679.41",26 Players
27.,Spain,"$14,052.98",36 Players
28.,Portugal,"$11,851.38",37 Players
29.,Singapore,"$11,356.72",15 Players
30.,Argentina,"$11,292.86",8 Players
31.,Turkey,"$10,234.69",14 Players
32.,Hungary,"$9,377.64",6 Players
33.,Czech Republic,"$8,807.41",21 Players
34.,Malaysia,"$8,593.47",21 Players
35.,Viet Nam,"$7,667.60",33 Players
36.,Mexico,"$7,000.00",6 Players
37.,Bulgaria,"$6,334.64",18 Players
38.,Slovakia,"$5,025.99",7 Players
39.,Serbia,"$4,802.68",10 Players
40.,Switzerland,"$4,362.14",10 Players
41.,Romania,"$4,053.15",19 Players
42.,Bosnia and Herzegovina,"$3,416.27",1 Player
43.,Malta,"$2,508.10",12 Players
44.,Estonia,"$2,357.36",6 Players
45.,Hong Kong,"$2,280.45",11 Players
46.,Israel,"$1,715.02",1 Player
47.,Ireland,"$1,618.91",8 Players
48.,Chile,"$1,090.00",2 Players
49.,Indonesia,"$1,038.35",6 Players
50.,Lithuania,"$1,031.62",4 Players
51.,Croatia,$897.68,2 Players
52.,Latvia,$408.71,1 Player
53.,India,$354.15,1 Player
54.,Philippines,$300.00,5 Players
55.,New Zealand,$296.83,2 Players
56.,South Africa,$179.29,2 Players
57.,Pakistan,$140.00,1 Player
58.,Egypt,$77.98,1 Player
59.,Morocco,$13.93,1 Player
