rank,country,earning,players
1.,China,"$20,879,447.39",1282 Players
2.,United States,"$15,549,203.24",3350 Players
3.,"Korea, Republic of","$12,857,622.58",919 Players
4.,Sweden,"$5,370,957.10",598 Players
5.,Denmark,"$4,571,803.25",329 Players
6.,Canada,"$3,239,288.75",519 Players
7.,Brazil,"$2,853,840.02",499 Players
8.,Ukraine,"$2,485,264.47",120 Players
9.,Germany,"$2,464,171.94",667 Players
10.,Russian Federation,"$2,346,981.19",538 Players
11.,France,"$2,147,604.74",649 Players
12.,Malaysia,"$2,147,110.88",119 Players
13.,United Kingdom,"$2,076,677.14",645 Players
14.,Poland,"$1,762,279.26",371 Players
15.,Australia,"$1,505,807.80",517 Players
16.,Finland,"$1,472,955.34",309 Players
17.,Philippines,"$1,229,602.86",149 Players
18.,Romania,"$1,169,183.53",78 Players
19.,"Taiwan, Republic of China","$928,843.75",215 Players
20.,North Macedonia,"$758,973.40",1 Player
21.,Pakistan,"$659,729.80",2 Players
22.,Greece,"$650,883.91",45 Players
23.,Israel,"$602,480.37",27 Players
24.,Spain,"$600,278.76",331 Players
25.,Norway,"$589,934.29",202 Players
26.,Bulgaria,"$556,079.62",70 Players
27.,Netherlands,"$540,595.70",206 Players
28.,Thailand,"$540,305.61",203 Players
29.,Singapore,"$477,434.68",94 Players
30.,Japan,"$471,678.23",211 Players
31.,Jordan,"$461,023.45",17 Players
32.,Estonia,"$332,541.03",42 Players
33.,Turkey,"$278,569.58",131 Players
34.,Slovakia,"$258,527.22",60 Players
35.,Kazakhstan,"$240,024.16",25 Players
36.,Belgium,"$235,382.40",92 Players
37.,Viet Nam,"$227,674.74",149 Players
38.,Hong Kong,"$196,306.49",60 Players
39.,New Zealand,"$169,383.43",52 Players
40.,Mexico,"$157,603.82",73 Players
41.,Czech Republic,"$153,321.26",136 Players
42.,South Africa,"$150,501.19",122 Players
43.,Italy,"$143,543.43",106 Players
44.,Macao,"$141,875.60",2 Players
45.,Portugal,"$137,183.85",168 Players
46.,Saudi Arabia,"$112,904.65",11 Players
47.,Peru,"$111,582.37",50 Players
48.,Belarus,"$108,323.03",36 Players
49.,Mongolia,"$95,390.38",16 Players
50.,Chile,"$94,812.83",84 Players
51.,Colombia,"$88,053.77",30 Players
52.,Indonesia,"$84,851.65",67 Players
53.,Argentina,"$84,510.35",99 Players
54.,Bosnia and Herzegovina,"$83,513.39",9 Players
55.,Hungary,"$61,812.71",72 Players
56.,Croatia,"$57,704.87",32 Players
57.,Lithuania,"$57,487.97",45 Players
58.,Ireland,"$55,174.83",25 Players
59.,Slovenia,"$53,070.17",23 Players
60.,India,"$52,399.16",142 Players
61.,Serbia,"$50,912.21",49 Players
62.,Austria,"$32,791.93",62 Players
63.,Latvia,"$31,641.63",44 Players
64.,Lebanon,"$29,383.32",14 Players
65.,United Arab Emirates,"$28,525.73",26 Players
66.,Puerto Rico,"$28,093.20",6 Players
67.,Switzerland,"$26,618.29",49 Players
68.,Kyrgyzstan,"$23,139.68",9 Players
69.,Iceland,"$16,984.89",41 Players
70.,Venezuela,"$15,312.23",23 Players
71.,Bahrain,"$14,827.85",1 Player
72.,Malta,"$12,648.30",81 Players
73.,Egypt,"$12,098.50",12 Players
74.,Montenegro,"$11,900.00",1 Player
75.,"Moldova, Republic of","$11,831.56",5 Players
76.,Cuba,"$10,103.57",3 Players
77.,Algeria,"$9,413.65",16 Players
78.,Bolivia,"$7,838.32",3 Players
79.,Dominican Republic,"$7,764.00",3 Players
80.,Iraq,"$6,461.66",2 Players
81.,Morocco,"$6,060.16",4 Players
82.,Azerbaijan,"$5,858.27",8 Players
83.,Nicaragua,"$5,778.79",1 Player
84.,Armenia,"$5,594.08",5 Players
85.,Georgia,"$5,383.31",8 Players
86.,Uruguay,"$4,869.00",16 Players
87.,Kuwait,"$4,735.75",4 Players
88.,Albania,"$4,450.00",1 Player
89.,Cambodia,"$3,507.25",5 Players
90.,Panama,"$3,390.73",1 Player
91.,Ecuador,"$3,182.55",6 Players
92.,Syrian Arab Republic,"$2,696.85",2 Players
93.,Tunisia,"$2,334.94",6 Players
94.,Bangladesh,"$1,481.31",12 Players
95.,Nepal,"$1,111.40",10 Players
96.,Kenya,$907.56,1 Player
97.,"Kosovo, Republic of",$795.29,1 Player
98.,Sri Lanka,$438.50,1 Player
99.,Costa Rica,$417.26,3 Players
100.,Lao People's Democratic Republic,$305.98,1 Player
101.,Guatemala,$224.00,1 Player
102.,French Polynesia,$200.63,1 Player
103.,Uzbekistan,$167.00,1 Player
104.,Luxembourg,$154.87,1 Player
105.,Andorra,$151.93,2 Players
106.,Cyprus,$90.00,1 Player
107.,Faroe Islands,$85.00,2 Players
108.,Saint Martin,$50.00,1 Player
109.,Paraguay,$20.65,1 Player
110.,"Palestine, State of",$20.00,1 Player
111.,Mauritius,$10.71,1 Player
