rank,country,earning,players
1.,China,"$18,689,416.67",1434 Players
2.,United States,"$15,556,552.35",3449 Players
3.,"Korea, Republic of","$12,241,944.38",978 Players
4.,Denmark,"$5,039,320.10",386 Players
5.,Germany,"$4,905,225.09",795 Players
6.,Sweden,"$4,821,280.37",633 Players
7.,Finland,"$4,011,913.40",371 Players
8.,France,"$3,873,341.93",823 Players
9.,Russian Federation,"$3,708,151.04",663 Players
10.,Brazil,"$3,389,356.90",758 Players
11.,Canada,"$2,957,261.14",581 Players
12.,United Kingdom,"$2,947,116.94",680 Players
13.,Ukraine,"$2,816,367.67",170 Players
14.,Jordan,"$2,735,011.78",20 Players
15.,Bulgaria,"$2,638,139.17",96 Players
16.,Australia,"$2,583,868.04",602 Players
17.,Lebanon,"$2,450,968.76",23 Players
18.,Poland,"$2,397,861.80",609 Players
19.,Philippines,"$2,270,139.79",169 Players
20.,"Taiwan, Republic of China","$1,703,168.29",237 Players
21.,Malaysia,"$1,125,729.13",173 Players
22.,Netherlands,"$1,038,316.81",263 Players
23.,Japan,"$908,844.45",245 Players
24.,Viet Nam,"$883,883.63",342 Players
25.,Thailand,"$840,027.09",321 Players
26.,Norway,"$746,609.75",170 Players
27.,Spain,"$655,530.53",337 Players
28.,Kazakhstan,"$628,416.48",55 Players
29.,Mexico,"$564,772.05",91 Players
30.,Macao,"$560,661.66",3 Players
31.,Turkey,"$498,586.08",155 Players
32.,Italy,"$473,800.93",227 Players
33.,Israel,"$472,916.17",50 Players
34.,Estonia,"$461,646.45",71 Players
35.,Slovakia,"$453,238.04",71 Players
36.,Belarus,"$417,228.03",65 Players
37.,Singapore,"$411,011.72",167 Players
38.,Peru,"$402,148.78",103 Players
39.,Bosnia and Herzegovina,"$335,652.36",11 Players
40.,Czech Republic,"$295,633.46",138 Players
41.,Belgium,"$282,227.20",117 Players
42.,Pakistan,"$278,361.70",16 Players
43.,Dominican Republic,"$270,184.87",5 Players
44.,Hong Kong,"$249,062.25",90 Players
45.,South Africa,"$246,525.58",182 Players
46.,Croatia,"$235,237.93",56 Players
47.,Chile,"$216,088.06",97 Players
48.,Romania,"$215,696.97",73 Players
49.,Indonesia,"$209,109.10",159 Players
50.,Portugal,"$206,608.22",204 Players
51.,Argentina,"$203,828.08",138 Players
52.,Saudi Arabia,"$180,086.05",14 Players
53.,New Zealand,"$177,418.30",75 Players
54.,Austria,"$169,879.43",78 Players
55.,Greece,"$166,332.70",98 Players
56.,Serbia,"$165,224.49",78 Players
57.,Ireland,"$127,507.22",30 Players
58.,Hungary,"$121,661.50",93 Players
59.,Switzerland,"$106,546.92",79 Players
60.,Lithuania,"$91,130.25",74 Players
61.,India,"$86,391.33",168 Players
62.,North Macedonia,"$78,116.51",5 Players
63.,Puerto Rico,"$77,141.17",17 Players
64.,Slovenia,"$62,699.43",26 Players
65.,Latvia,"$60,927.95",72 Players
66.,Colombia,"$54,176.56",30 Players
67.,United Arab Emirates,"$50,351.63",24 Players
68.,Algeria,"$35,959.68",17 Players
69.,Bahrain,"$33,195.00",2 Players
70.,Mongolia,"$32,116.97",29 Players
71.,Iraq,"$31,920.60",10 Players
72.,Montenegro,"$27,550.00",2 Players
73.,Uruguay,"$22,952.49",14 Players
74.,Kuwait,"$19,250.07",24 Players
75.,Kyrgyzstan,"$15,648.53",14 Players
76.,"Moldova, Republic of","$14,823.32",7 Players
77.,Iceland,"$14,681.24",27 Players
78.,Armenia,"$13,960.05",4 Players
79.,Morocco,"$13,488.70",13 Players
80.,Venezuela,"$11,541.34",37 Players
81.,Ecuador,"$10,263.49",5 Players
82.,Malta,"$9,250.25",50 Players
83.,Nicaragua,"$9,091.07",1 Player
84.,Tunisia,"$7,215.41",12 Players
85.,Egypt,"$6,748.68",12 Players
86.,El Salvador,"$6,300.00",6 Players
87.,Cambodia,"$5,468.82",6 Players
88.,Panama,"$5,457.14",4 Players
89.,Gibraltar,"$4,500.00",1 Player
90.,Georgia,"$4,256.13",28 Players
91.,Sri Lanka,"$3,663.40",16 Players
92.,Uzbekistan,"$3,512.18",3 Players
93.,Azerbaijan,"$3,136.66",7 Players
94.,Guatemala,"$2,884.54",9 Players
95.,Albania,"$2,868.16",2 Players
96.,Bolivia,"$2,108.25",2 Players
97.,Syrian Arab Republic,"$1,606.37",3 Players
98.,Lao People's Democratic Republic,"$1,344.55",5 Players
99.,Cuba,"$1,155.00",2 Players
100.,Bangladesh,$935.65,10 Players
101.,"Kosovo, Republic of",$834.33,1 Player
102.,"Palestine, State of",$659.32,3 Players
103.,Trinidad and Tobago,$594.75,1 Player
104.,Kenya,$575.06,1 Player
105.,Madagascar,$458.00,1 Player
106.,"Iran, Islamic Republic of",$381.60,9 Players
107.,Costa Rica,$309.65,2 Players
108.,Åland Islands,$250.00,1 Player
109.,Ethiopia,$139.99,1 Player
110.,Andorra,$139.71,1 Player
111.,Luxembourg,$130.65,3 Players
112.,New Caledonia,$112.97,1 Player
113.,Monaco,$112.50,1 Player
114.,Paraguay,$112.50,1 Player
115.,Bahamas,$66.00,1 Player
116.,French Polynesia,$45.00,1 Player
117.,Cyprus,$33.33,1 Player
118.,Saint Kitts and Nevis,$20.00,1 Player
119.,Faroe Islands,$11.55,1 Player
