rank,country,earning,players
1.,"Korea, Republic of","$5,445,418.30",460 Players
2.,United States,"$3,737,369.72",1151 Players
3.,Sweden,"$2,732,028.77",274 Players
4.,China,"$2,500,192.81",287 Players
5.,Ukraine,"$718,294.83",95 Players
6.,Russian Federation,"$641,616.82",327 Players
7.,Germany,"$579,699.22",341 Players
8.,Canada,"$517,725.98",188 Players
9.,France,"$515,129.55",310 Players
10.,Malaysia,"$416,078.12",64 Players
11.,Denmark,"$256,048.44",151 Players
12.,"Taiwan, Republic of China","$244,375.01",51 Players
13.,Poland,"$230,900.25",149 Players
14.,Spain,"$218,237.47",98 Players
15.,Estonia,"$217,960.90",15 Players
16.,Hong Kong,"$208,965.13",45 Players
17.,United Kingdom,"$195,328.80",251 Players
18.,Netherlands,"$183,808.59",90 Players
19.,Finland,"$159,734.73",130 Players
20.,Brazil,"$136,594.77",86 Players
21.,Singapore,"$127,155.15",74 Players
22.,Philippines,"$100,311.16",52 Players
23.,Norway,"$96,767.62",60 Players
24.,Japan,"$96,449.70",76 Players
25.,Belgium,"$86,379.71",36 Players
26.,Thailand,"$83,779.54",91 Players
27.,Australia,"$80,166.21",38 Players
28.,Lithuania,"$79,249.81",23 Players
29.,Mexico,"$68,384.71",32 Players
30.,Turkey,"$59,515.44",39 Players
31.,Ireland,"$52,043.87",7 Players
32.,Viet Nam,"$45,792.56",95 Players
33.,Bulgaria,"$38,655.02",12 Players
34.,Italy,"$37,858.80",50 Players
35.,Belarus,"$34,410.13",20 Players
36.,Czech Republic,"$30,432.56",54 Players
37.,Kazakhstan,"$26,496.01",34 Players
38.,Israel,"$26,195.66",4 Players
39.,Indonesia,"$22,000.00",20 Players
40.,Armenia,"$17,287.45",2 Players
41.,Macao,"$16,213.62",1 Player
42.,Romania,"$15,884.02",28 Players
43.,Morocco,"$15,800.47",6 Players
44.,Serbia,"$15,034.13",22 Players
45.,Switzerland,"$13,925.27",14 Players
46.,Argentina,"$13,522.94",14 Players
47.,Greece,"$12,994.95",23 Players
48.,Peru,"$12,179.66",18 Players
49.,Venezuela,"$11,465.16",10 Players
50.,"Iran, Islamic Republic of","$10,785.88",4 Players
51.,Austria,"$10,173.00",16 Players
52.,Slovakia,"$9,532.80",26 Players
53.,Portugal,"$8,893.51",40 Players
54.,Croatia,"$8,767.97",10 Players
55.,Azerbaijan,"$7,900.00",11 Players
56.,Hungary,"$6,062.06",28 Players
57.,Uruguay,"$6,000.00",1 Player
58.,Chile,"$5,948.79",12 Players
59.,Bosnia and Herzegovina,"$5,061.94",5 Players
60.,"Moldova, Republic of","$4,008.57",3 Players
61.,Slovenia,"$3,807.28",9 Players
62.,Puerto Rico,"$3,538.10",2 Players
63.,New Zealand,"$3,527.05",4 Players
64.,Cuba,"$3,000.00",1 Player
65.,Malta,"$2,536.00",33 Players
66.,Kuwait,"$2,000.00",5 Players
67.,Åland Islands,"$1,477.38",13 Players
68.,United Arab Emirates,"$1,200.00",2 Players
69.,Iceland,$820.90,7 Players
70.,Jordan,$800.00,4 Players
71.,Paraguay,$600.00,1 Player
72.,North Macedonia,$550.00,5 Players
73.,Latvia,$533.83,2 Players
74.,Costa Rica,$400.00,1 Player
75.,Saudi Arabia,$255.00,1 Player
76.,Albania,$216.77,1 Player
77.,Faroe Islands,$40.00,1 Player
