rank,country,earning,players
1.,"Korea, Republic of","$941,887.71",130 Players
2.,United States,"$719,723.12",813 Players
3.,Sweden,"$440,534.36",131 Players
4.,China,"$347,546.19",106 Players
5.,Germany,"$294,958.46",211 Players
6.,Denmark,"$157,473.35",106 Players
7.,France,"$150,426.21",178 Players
8.,Russian Federation,"$129,295.55",127 Players
9.,Poland,"$121,746.66",43 Players
10.,United Kingdom,"$110,877.19",126 Players
11.,Spain,"$76,170.46",33 Players
12.,Netherlands,"$69,096.88",48 Players
13.,Ukraine,"$64,924.79",74 Players
14.,Finland,"$58,497.78",68 Players
15.,Kazakhstan,"$48,993.10",53 Players
16.,Canada,"$44,715.25",105 Players
17.,Norway,"$28,500.55",42 Players
18.,Japan,"$23,025.75",8 Players
19.,Bulgaria,"$20,818.08",38 Players
20.,Slovakia,"$19,790.28",5 Players
21.,Belgium,"$14,029.98",22 Players
22.,Czech Republic,"$12,927.80",15 Players
23.,Singapore,"$12,124.30",15 Players
24.,Italy,"$9,981.79",8 Players
25.,Austria,"$8,999.88",15 Players
26.,Belarus,"$8,658.88",12 Players
27.,Brazil,"$7,800.00",11 Players
28.,Turkey,"$7,640.91",7 Players
29.,"Taiwan, Republic of China","$7,000.00",1 Player
30.,Bosnia and Herzegovina,"$6,615.03",1 Player
31.,Uruguay,"$6,000.00",1 Player
32.,Mexico,"$5,050.00",2 Players
33.,Malaysia,"$5,048.10",12 Players
34.,Hungary,"$4,988.41",4 Players
35.,Croatia,"$4,700.00",1 Player
36.,Serbia,"$4,000.00",1 Player
37.,Argentina,"$3,660.00",15 Players
38.,Malta,"$3,396.00",14 Players
39.,Australia,"$3,025.00",2 Players
40.,Portugal,"$2,923.24",9 Players
41.,Hong Kong,"$2,500.00",1 Player
42.,Chile,"$2,248.35",5 Players
43.,Estonia,"$2,017.87",9 Players
44.,Switzerland,"$1,588.80",5 Players
45.,Latvia,"$1,507.09",6 Players
46.,Ireland,"$1,279.18",4 Players
47.,Viet Nam,"$1,263.25",22 Players
48.,Pakistan,"$1,100.00",6 Players
49.,Uzbekistan,"$1,000.00",5 Players
50.,Peru,$787.27,2 Players
51.,United Arab Emirates,$600.00,6 Players
52.,Indonesia,$600.00,2 Players
53.,Slovenia,$553.12,1 Player
54.,Iceland,$426.50,1 Player
55.,"Iran, Islamic Republic of",$420.12,1 Player
56.,Algeria,$222.27,1 Player
57.,Ecuador,$182.62,1 Player
58.,Lithuania,$180.53,2 Players
59.,India,$100.00,1 Player
60.,Philippines,$100.00,1 Player
61.,Saudi Arabia,$0.00,1 Player
