rank,country,earning,players
1.,United States,"$2,054,136.01",602 Players
2.,"Korea, Republic of","$1,540,941.07",142 Players
3.,Sweden,"$467,060.41",144 Players
4.,Germany,"$424,952.30",220 Players
5.,Canada,"$322,959.50",112 Players
6.,Russian Federation,"$273,603.30",180 Players
7.,China,"$266,941.75",112 Players
8.,France,"$203,000.96",116 Players
9.,Poland,"$201,387.74",51 Players
10.,Denmark,"$193,117.38",87 Players
11.,United Kingdom,"$187,310.46",115 Players
12.,Netherlands,"$128,866.05",46 Players
13.,Finland,"$127,774.70",61 Players
14.,Ukraine,"$116,652.80",107 Players
15.,Brazil,"$101,838.71",46 Players
16.,Norway,"$92,795.21",53 Players
17.,Singapore,"$36,095.55",15 Players
18.,Mexico,"$35,100.00",16 Players
19.,Japan,"$30,557.13",14 Players
20.,Australia,"$23,783.82",22 Players
21.,Italy,"$23,333.43",17 Players
22.,Austria,"$21,779.83",15 Players
23.,Spain,"$21,526.68",26 Players
24.,Serbia,"$13,266.67",1 Player
25.,Belgium,"$11,642.89",13 Players
26.,Bulgaria,"$11,581.74",8 Players
27.,Belarus,"$10,296.82",4 Players
28.,Estonia,"$6,464.67",4 Players
29.,Kazakhstan,"$5,471.00",8 Players
30.,Slovenia,"$5,342.39",2 Players
31.,Turkey,"$4,496.83",6 Players
32.,Slovakia,"$4,350.29",13 Players
33.,Hungary,"$4,246.01",23 Players
34.,Switzerland,"$4,075.38",17 Players
35.,Czech Republic,"$4,067.10",19 Players
36.,Hong Kong,"$3,428.56",4 Players
37.,"Taiwan, Republic of China","$3,406.97",2 Players
38.,Ireland,"$3,363.23",3 Players
39.,Peru,"$3,116.40",3 Players
40.,Croatia,"$2,971.63",3 Players
41.,Latvia,"$2,968.55",2 Players
42.,Portugal,"$2,888.03",8 Players
43.,Romania,"$2,700.00",15 Players
44.,Viet Nam,$866.67,2 Players
45.,Argentina,$800.00,2 Players
46.,Iceland,$395.78,1 Player
47.,Chile,$387.30,3 Players
48.,Lithuania,$200.00,1 Player
49.,"Moldova, Republic of",$98.00,5 Players
