rank,country,earning,players
1.,"Korea, Republic of","$805,603.73",226 Players
2.,United States,"$460,470.17",244 Players
3.,Sweden,"$324,920.22",117 Players
4.,Germany,"$286,447.24",96 Players
5.,China,"$192,627.92",104 Players
6.,Russian Federation,"$158,388.34",151 Players
7.,Netherlands,"$124,638.74",10 Players
8.,Denmark,"$110,907.82",25 Players
9.,Brazil,"$66,358.45",61 Players
10.,France,"$63,487.90",41 Players
11.,Finland,"$55,440.40",42 Players
12.,Norway,"$48,992.54",49 Players
13.,Canada,"$36,791.62",22 Players
14.,Austria,"$33,292.85",17 Players
15.,Singapore,"$16,863.25",9 Players
16.,Bulgaria,"$16,264.26",14 Players
17.,Poland,"$16,019.78",16 Players
18.,United Kingdom,"$14,988.84",16 Players
19.,Venezuela,"$14,300.00",2 Players
20.,Ukraine,"$14,137.75",68 Players
21.,Italy,"$10,680.00",5 Players
22.,Portugal,"$8,928.00",18 Players
23.,Argentina,"$7,128.00",3 Players
24.,Czech Republic,"$7,014.17",17 Players
25.,Spain,"$5,654.34",25 Players
26.,Japan,"$5,278.00",11 Players
27.,Romania,"$3,897.00",6 Players
28.,Croatia,"$3,802.57",1 Player
29.,Kazakhstan,"$3,360.71",3 Players
30.,Belarus,"$2,802.66",9 Players
31.,Hong Kong,"$2,625.00",7 Players
32.,Serbia,"$2,026.50",1 Player
33.,Thailand,"$1,590.22",1 Player
34.,Greece,"$1,571.40",9 Players
35.,Peru,"$1,500.00",2 Players
36.,Israel,"$1,200.00",2 Players
37.,Chile,"$1,000.00",5 Players
38.,Hungary,"$1,000.00",5 Players
39.,Saudi Arabia,"$1,000.00",1 Player
40.,Ireland,$800.00,1 Player
41.,Estonia,$750.00,1 Player
42.,Uruguay,$500.00,1 Player
43.,Slovakia,$470.40,1 Player
44.,Belgium,$400.00,1 Player
45.,Lithuania,$100.00,1 Player
46.,Viet Nam,$100.00,5 Players
47.,"Taiwan, Republic of China",$65.00,3 Players
48.,Slovenia,$50.00,2 Players
49.,Malta,$33.33,1 Player
50.,Bahrain,$25.00,1 Player
51.,"Iran, Islamic Republic of",$20.00,1 Player
