rank,country,earning,players
1.,Sweden,"$397,386.92",108 Players
2.,"Korea, Republic of","$333,406.37",99 Players
3.,United States,"$274,974.26",192 Players
4.,Germany,"$239,864.77",66 Players
5.,Norway,"$73,150.51",8 Players
6.,Russian Federation,"$62,292.20",105 Players
7.,France,"$46,654.67",33 Players
8.,Netherlands,"$43,592.42",15 Players
9.,United Kingdom,"$40,658.36",25 Players
10.,Bulgaria,"$37,558.38",7 Players
11.,China,"$33,150.00",21 Players
12.,Spain,"$30,122.92",29 Players
13.,"Taiwan, Republic of China","$29,350.00",5 Players
14.,Canada,"$28,991.71",16 Players
15.,Denmark,"$25,393.92",31 Players
16.,Italy,"$23,892.18",4 Players
17.,Finland,"$16,002.51",18 Players
18.,Austria,"$15,658.35",6 Players
19.,Brazil,"$14,375.50",16 Players
20.,Kazakhstan,"$13,380.00",15 Players
21.,Poland,"$10,830.38",10 Players
22.,Ukraine,"$7,494.05",44 Players
23.,Czech Republic,"$5,343.80",13 Players
24.,Romania,"$5,287.18",1 Player
25.,Australia,"$5,030.00",2 Players
26.,Argentina,"$4,130.00",2 Players
27.,Singapore,"$3,024.92",7 Players
28.,Belarus,"$2,869.55",22 Players
29.,Serbia,"$2,300.00",1 Player
30.,Belgium,"$1,507.14",3 Players
31.,Iceland,"$1,500.00",5 Players
32.,Lithuania,"$1,400.00",1 Player
33.,Hong Kong,"$1,195.36",1 Player
34.,Israel,$650.00,1 Player
35.,Greece,$431.00,1 Player
36.,Hungary,$368.22,1 Player
37.,Viet Nam,$327.77,1 Player
38.,Croatia,$240.62,1 Player
39.,Portugal,$210.00,1 Player
40.,Ireland,$100.02,1 Player
41.,Mexico,$100.00,1 Player
42.,Estonia,$50.00,1 Player
43.,Japan,$0.00,10 Players
