rank,country,earning,players
1.,China,"$46,076,946.67",1970 Players
2.,United States,"$29,503,032.56",4134 Players
3.,"Korea, Republic of","$12,196,859.15",1177 Players
4.,Brazil,"$11,041,083.62",1492 Players
5.,Russian Federation,"$9,661,913.25",827 Players
6.,Germany,"$7,015,774.58",1104 Players
7.,Japan,"$6,595,095.62",833 Players
8.,Denmark,"$6,232,095.86",335 Players
9.,Thailand,"$6,216,746.95",673 Players
10.,United Kingdom,"$5,721,696.33",931 Players
11.,France,"$5,171,665.69",1117 Players
12.,Canada,"$4,829,069.68",671 Players
13.,Viet Nam,"$4,460,667.45",740 Players
14.,Sweden,"$3,768,404.03",390 Players
15.,Indonesia,"$3,435,577.85",737 Players
16.,"Taiwan, Republic of China","$3,266,578.23",382 Players
17.,Australia,"$3,168,728.25",750 Players
18.,Poland,"$3,094,640.37",500 Players
19.,Philippines,"$2,971,676.20",538 Players
20.,Ukraine,"$2,898,557.18",247 Players
21.,Saudi Arabia,"$2,853,891.78",237 Players
22.,Malaysia,"$2,349,063.86",544 Players
23.,Peru,"$2,323,064.17",172 Players
24.,Israel,"$2,160,119.61",41 Players
25.,Slovakia,"$2,020,631.66",102 Players
26.,Netherlands,"$1,968,059.10",361 Players
27.,Turkey,"$1,938,685.35",453 Players
28.,North Macedonia,"$1,911,658.38",37 Players
29.,Spain,"$1,840,293.93",409 Players
30.,India,"$1,807,895.21",446 Players
31.,Argentina,"$1,747,775.72",371 Players
32.,Mexico,"$1,577,793.98",373 Players
33.,Finland,"$1,560,619.77",292 Players
34.,Norway,"$1,409,403.73",194 Players
35.,Estonia,"$1,100,309.68",59 Players
36.,Italy,"$1,039,317.97",278 Players
37.,Czech Republic,"$972,173.80",303 Players
38.,Serbia,"$828,122.42",95 Players
39.,Portugal,"$793,162.10",202 Players
40.,Latvia,"$787,734.35",79 Players
41.,Mongolia,"$784,607.50",137 Players
42.,Bulgaria,"$776,063.85",81 Players
43.,Iraq,"$736,430.42",55 Players
44.,Egypt,"$705,635.01",108 Players
45.,Singapore,"$692,725.28",270 Players
46.,Chile,"$685,968.31",175 Players
47.,Kyrgyzstan,"$668,401.25",23 Players
48.,Kazakhstan,"$629,473.91",69 Players
49.,Romania,"$591,812.83",163 Players
