rank,country,earning,players
50.,Jordan,"$566,383.47",43 Players
51.,Belgium,"$504,848.38",148 Players
52.,Austria,"$497,550.40",85 Players
53.,Bosnia and Herzegovina,"$460,572.96",23 Players
54.,Pakistan,"$376,783.42",99 Players
55.,Greece,"$374,935.89",108 Players
56.,Belarus,"$365,624.74",71 Players
57.,Nepal,"$338,405.37",74 Players
58.,Slovenia,"$315,977.10",31 Players
59.,Georgia,"$313,983.39",22 Players
60.,Morocco,"$312,720.04",70 Players
61.,Switzerland,"$311,274.22",155 Players
62.,South Africa,"$287,543.97",195 Players
63.,Lebanon,"$271,191.59",35 Players
64.,Hungary,"$265,213.48",161 Players
65.,Myanmar,"$245,743.80",76 Players
66.,New Zealand,"$245,313.86",81 Players
67.,Algeria,"$237,748.27",35 Players
68.,Hong Kong,"$235,466.07",128 Players
69.,Bolivia,"$219,429.59",14 Players
70.,Colombia,"$204,838.16",99 Players
71.,Syrian Arab Republic,"$197,756.21",26 Players
72.,"Iran, Islamic Republic of","$191,772.57",40 Players
73.,Croatia,"$189,786.06",70 Players
74.,Lao People's Democratic Republic,"$187,251.02",32 Players
75.,Lithuania,"$182,446.73",76 Players
76.,Azerbaijan,"$177,249.81",17 Players
77.,Uruguay,"$171,448.52",38 Players
78.,Kuwait,"$151,563.02",39 Players
79.,Cambodia,"$150,531.53",86 Players
80.,Ecuador,"$139,256.11",23 Players
81.,Puerto Rico,"$133,200.93",51 Players
82.,Armenia,"$131,610.40",16 Players
83.,United Arab Emirates,"$121,342.05",47 Players
84.,Dominican Republic,"$101,937.53",43 Players
85.,"Kosovo, Republic of","$100,891.04",36 Players
86.,Venezuela,"$99,694.59",32 Players
87.,Ireland,"$87,904.89",64 Players
88.,Montenegro,"$74,338.28",2 Players
89.,Bahrain,"$73,294.29",12 Players
90.,Afghanistan,"$61,987.50",3 Players
91.,Cuba,"$61,172.99",8 Players
92.,Uzbekistan,"$56,214.41",18 Players
93.,Tunisia,"$55,843.93",29 Players
94.,Brunei Darussalam,"$50,646.73",110 Players
95.,Libyan Arab Jamahiriya,"$48,916.71",6 Players
96.,Costa Rica,"$40,254.63",26 Players
97.,"Moldova, Republic of","$29,620.41",17 Players
98.,Guatemala,"$28,453.87",14 Players
99.,Albania,"$27,052.90",25 Players
100.,Paraguay,"$25,775.97",13 Players
101.,Nicaragua,"$24,725.22",7 Players
102.,"Palestine, State of","$23,206.20",9 Players
103.,Bangladesh,"$22,899.08",25 Players
104.,Panama,"$18,804.33",16 Players
105.,Qatar,"$18,769.38",23 Players
106.,Luxembourg,"$18,738.16",11 Players
107.,Iceland,"$18,412.93",54 Players
108.,Nigeria,"$15,666.71",6 Players
109.,Macao,"$14,797.38",2 Players
110.,Oman,"$14,404.65",6 Players
111.,Yemen,"$10,783.34",4 Players
112.,Senegal,"$8,748.41",2 Players
113.,Trinidad and Tobago,"$5,558.69",7 Players
114.,Honduras,"$5,333.33",4 Players
115.,Namibia,"$5,000.00",5 Players
116.,Zimbabwe,"$4,260.00",1 Player
117.,Côte D'Ivoire,"$4,215.00",4 Players
118.,Malta,"$3,837.96",4 Players
119.,Jamaica,"$3,145.84",3 Players
120.,Madagascar,"$2,400.00",3 Players
121.,Mozambique,"$2,245.69",5 Players
122.,Sudan,"$1,960.00",2 Players
123.,El Salvador,"$1,786.46",4 Players
124.,Sri Lanka,"$1,312.05",2 Players
125.,Togo,"$1,200.00",1 Player
126.,Mauritius,"$1,000.00",1 Player
127.,Mauritania,$759.00,1 Player
128.,Åland Islands,$560.00,2 Players
129.,Guernsey,$513.33,1 Player
130.,Wallis And Futuna,$500.00,1 Player
131.,Aruba,$499.17,3 Players
132.,Botswana,$233.33,1 Player
133.,Uganda,$149.66,2 Players
134.,Isle of Man,$51.00,1 Player
135.,New Caledonia,$25.00,1 Player
136.,Papua New Guinea,$25.00,1 Player
137.,Andorra,$12.00,1 Player
138.,"Virgin Islands, U.S.",$12.00,1 Player
