Country,BattleRoyale,CollectibleCardGame,FPS,FightingGame,MOBA,Music,Puzzle,RPG,Racing,Sports,Strategy,TPS
Kazakhstan,0.7641073080481037,0.7207677205892448,0.0,0.0,0.8800060222824451,0.7023215955126206,0.7714561234329798,0.35655430711610486,0.5990306946688206,0.0,0.7230225025571088,0.0
Kenya,0.0,0.4283419596644655,0.0,0.0,0.10057211683227943,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Korea, Republic of",0.8475691232397986,0.8937176512582545,0.9950248756218906,0.734375,0.8913450354547119,0.9801380984402419,0.9144969463195114,0.8749063670411985,0.9822294022617124,0.9888059701492538,0.8350494374360723,0.0
"Kosovo, Republic of",0.0,0.4372657504908085,0.0,0.0,0.08381009736023286,0.0,0.5978784956605593,0.0,0.4168012924071082,0.0,0.0,0.0
Kuwait,0.05180388529139686,0.5693378547206853,0.0,0.0,0.5799658737328114,0.5749454658772203,0.6332369013179041,0.0,0.6833602584814216,0.0,0.5518240709171497,0.08
Kyrgyzstan,0.02590194264569843,0.3212564697483491,0.0,0.0,0.0,0.5048301651604861,0.7618129218900674,0.0,0.6494345718901454,0.0,0.0,0.0
Lao People's Democratic Republic,0.0,0.26771372479029093,0.0,0.0,0.0,0.22436896229354938,0.5207328833172613,0.0,0.12600969305331178,0.0,0.0,0.0
Latvia,0.41443108233117487,0.7873529290627274,0.0,0.875,0.0,0.6430574722877621,0.6219864995178399,0.4124843945068665,0.4919224555735056,0.5783582089552238,0.518581657006478,0.0
Lebanon,0.5309898242368178,0.6193110833482064,0.0,0.0,0.575496001873599,0.3085073231536304,0.7618129218900674,0.2936329588014981,0.5492730210016155,0.0,0.0,0.0
Libyan Arab Jamahiriya,0.0,0.0,0.0,0.0,0.0,0.3085073231536304,0.0,0.0,0.591276252019386,0.0,0.0,0.0
Liechtenstein,0.0,0.7942173835445298,0.0,0.0,0.0,0.0,0.0,0.3775280898876404,0.0,0.0,0.0,0.0
Lithuania,0.66049953746531,0.6939963481102157,0.7761194029850746,0.0,0.33524038944093143,0.578451230913057,0.5920925747348119,0.5820224719101124,0.6421647819063004,0.44776119402985076,0.478690760313672,0.0
Luxembourg,0.5633672525439408,0.4461895413171515,0.0,0.0,0.6411472448057813,0.15892801495793094,0.5400192864030858,0.2446941323345817,0.25201938610662356,0.0,0.39447664507330377,0.0
Macao,0.6475485661424607,0.303408888095663,0.0,0.0,0.03352403894409314,0.014023060143346837,0.7352941176470588,0.6711610486891385,0.5621970920840065,0.0,0.0,0.0
Madagascar,0.0906567992599445,0.0,0.0,0.0,0.4860985646893506,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Malaysia,0.6453900709219859,0.7287762508180141,0.8656716417910447,0.875,0.6872427983539094,0.5915181733193574,0.8784079950907338,0.3600499375780274,0.7463651050080775,0.5970149253731343,0.794272076372315,0.0
Maldives,0.0,0.03569516330537212,0.0,0.0,0.01676201947204657,0.0,0.0,0.0,0.0,0.0,0.718036140470508,0.0
Malta,0.0,0.7285058329141855,0.0,0.0,0.25981130181672185,0.25241508258024303,0.23143683702989393,0.398501872659176,0.4168012924071082,0.0,0.7257927037163313,0.0
Mauritania,0.11655874190564293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mauritius,0.0,0.22309477065857575,0.0,0.0,0.0,0.0,0.0,0.0,0.048465266558966075,0.0,0.5052846914422093,0.0
Mexico,0.6756090040086341,0.8249548852797113,0.3283582089552239,0.78125,0.8562598280303791,0.7547705900683739,0.7123915139826422,0.7886142322097378,0.8391414724209554,0.0,0.8580975110808046,0.88
"Moldova, Republic of",0.8288621646623497,0.5339401511095248,0.0,0.0,0.0,0.5609224057338734,0.626808100289296,0.0,0.3998384491114701,0.0,0.0,0.0
Monaco,0.0,0.0,0.0,0.0,0.0,0.44873792458709877,0.0,0.36704119850187267,0.0,0.0,0.17286055233549266,0.0
Mongolia,0.0,0.6722589089178417,0.0,0.0,0.0,0.4347148644437519,0.6219864995178399,0.5453183520599251,0.6591276252019386,0.0,0.0,0.0
Montenegro,0.0,0.6425129394966982,0.0,0.0,0.0,0.07011530071673418,0.10607521697203472,0.0,0.0,0.0,0.0,0.0
Morocco,0.8418131359851989,0.6717180731101845,0.5074626865671642,0.0,0.6896373725642018,0.41368027422873166,0.6846673095467695,0.5243445692883895,0.7754442649434572,0.3544776119402985,0.6559836345039208,0.0
Mozambique,0.0,0.14278065322148847,0.0,0.0,0.0,0.3926456840137114,0.0,0.0,0.10662358642972536,0.0,0.079781793385612,0.0
Myanmar,0.0,0.4937830923909811,0.0,0.0,0.0,0.25241508258024303,0.7907425265188042,0.0,0.5282714054927302,0.0,0.0,0.0
Namibia,0.0,0.21417097983223274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nepal,0.0,0.0,0.0,0.0,0.0,0.7572452477407291,0.31822565091610416,0.0,0.6300484652665589,0.0,0.0,0.0
Netherlands,0.7851526364477336,0.9364031173775953,0.6666666666666667,0.75,0.8246913580246914,0.8463918443662912,0.8448928121059268,0.9687265917602996,0.7487883683360258,0.7742537313432836,0.9285714285714285,0.0
New Caledonia,0.8159111933395006,0.3346421559878636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Zealand,0.6216466234967623,0.8497000830300537,0.8656716417910447,0.71875,0.6406816331537801,0.4923652228108445,0.727525983070824,0.5662921348314607,0.7051696284329564,0.16791044776119401,0.7512785543811797,0.2
Nicaragua,0.0,0.0,0.0,0.0,0.8632440028103985,0.2664381427235899,0.30376084860173574,0.0,0.567043618739903,0.0,0.0,0.0
Nigeria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45557350565428106,0.0,0.0,0.0
North Macedonia,0.0,0.5235290618121244,0.0,0.0,0.0,0.6450607665939544,0.5737704918032787,0.6676654182272159,0.21324717285945072,0.0,0.0,0.0
Northern Mariana Islands,0.0,0.7406746385864715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Norway,0.7485661424606845,0.8625401570587186,0.5671641791044776,0.875,0.8176140609142717,0.7972109691492676,0.8486017357762777,0.7375780274656678,0.9369951534733441,0.503731343283582,0.7047391749062394,0.52
Oman,0.0,0.0,0.0,0.0,0.6537187594098163,0.0,0.0,0.0,0.4604200323101777,0.0,0.30583020797817934,0.0
Pakistan,0.0,0.530073175084776,0.0,0.0,0.8641752261144011,0.5562480523527578,0.5400192864030858,0.0,0.7269789983844911,0.0,0.0,0.0
"Palestine, State of",0.6086956521739131,0.3510024391694925,0.0,0.0,0.6034327009936766,0.0,0.4580520732883317,0.0,0.4798061389337641,0.0,0.30583020797817934,0.0
Panama,0.0,0.3331548575168064,0.0,0.0,0.5803849242196125,0.4627609847304456,0.6075216972034715,0.0,0.3554119547657512,0.0,0.48201500170473915,0.0
Papua New Guinea,0.0,0.606817776191326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paraguay,0.0,0.371824617764293,0.0,0.0,0.45257452574525747,0.40199439077594257,0.08678881388621022,0.0,0.49676898222940225,0.0,0.0,0.0
Peru,0.6475485661424607,0.6335891486703552,0.0,0.0,0.6984174780019405,0.8019854872456929,0.7449373191899711,0.1258426966292135,0.5195476575121163,0.7835820895522387,0.7313331060347766,0.0
Philippines,0.7174838112858465,0.7757323882613906,0.9552238805970149,0.875,0.7006524139315466,0.6327905889685259,0.8621022179363549,0.5243445692883895,0.7802907915993538,0.6343283582089552,0.45209682918513466,0.88
Poland,0.8628584643848289,0.9022181340582197,0.9850746268656716,0.4375,0.7012111479139482,0.8705983172327828,0.8181885616794006,0.9056860742254,0.7638126009693053,0.9701492537313433,0.8554381179679509,0.52
Portugal,0.8029602220166513,0.8595395323933607,0.0,0.375,0.6872427983539094,0.6841250055647063,0.7268563162970106,0.6858426966292135,0.7588276021232402,0.42910447761194026,0.8900102284350495,0.0
Puerto Rico,0.0,0.6820325845847888,0.0,0.0,0.8504259879200099,0.6801184169523216,0.5255544840887174,0.1887640449438202,0.5350565428109855,0.0,0.9374360722809411,0.68
Qatar,0.0,0.41941816883812244,0.0,0.0,0.5950516912576533,0.7432221875973823,0.0,0.0,0.3974151857835218,0.0,0.5141493351517218,0.0
Reunion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26593931128537335,0.0
Romania,0.7641073080481037,0.7193948296928843,0.47761194029850745,0.0625,0.6243852253337349,0.6590838267373013,0.7885995928426014,0.5243445692883895,0.6033925686591276,0.6902985074626865,0.8356631435390386,0.0
Russian Federation,0.908922714658145,0.9528377654827771,0.8059701492537313,0.0,0.7604663571002183,0.9389841071985042,0.920642123773328,0.7844194756554307,0.9886914378029079,0.7276119402985074,0.8059438572565065,0.44
Saint Barthélemy,0.0,0.0,0.0,0.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saint Kitts and Nevis,0.0,0.0,0.0,0.0,0.0,0.49080710501713926,0.0,0.0,0.0,0.0,0.0,0.0
Saint Martin,0.0,0.01784758165268606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saudi Arabia,0.5568917668825162,0.9052070319471711,0.5970149253731343,0.0,0.7339369954546107,0.4627609847304456,0.6943105110896818,0.0,0.8206785137318255,0.0,0.9452933701143725,0.0
Senegal,0.0,0.0,0.0,0.0,0.6201947204657232,0.0,0.1253616200578592,0.0,0.17447495961227785,0.0,0.6861234231162633,0.0
Serbia,0.5957446808510639,0.7155764768873818,0.0,0.0,0.5028605841613971,0.6766126519164848,0.7248473159755706,0.32719101123595506,0.6276252019386106,0.0,0.498636208660075,0.52
Singapore,0.7317298797409806,0.8559700160628235,0.0,0.0,0.8278980052280394,0.7390152695543782,0.863066538090646,0.6338743237619642,0.6126009693053311,0.09328358208955223,0.777872485509717,0.0
Slovakia,0.6864014801110084,0.7464113612605492,0.8208955223880597,0.0,0.3184783699688849,0.4890542224992209,0.7386692381870781,0.6905214635551713,0.529886914378029,0.0,0.5531537674735766,0.0
Slovenia,0.586031452358927,0.6643266504055367,0.8656716417910447,0.0,0.0,0.6544094733561857,0.6894889103182257,0.7104868913857677,0.6138933764135703,0.0,0.40777361063757245,0.0
South Africa,0.5989824236817762,0.7772621809744779,0.0,0.0,0.5531466425775369,0.469772514802119,0.4194792671166827,0.48239700374531835,0.42972536348949913,0.0,0.777133765200591,0.0
Spain,0.8331791551032994,0.9007079540722233,0.7860696517412936,0.0,0.8312720027063096,0.8694297288875038,0.8011275127957866,0.8599250936329588,0.7609046849757674,0.5410447761194029,0.9624957381520628,0.48
Sri Lanka,0.0,0.3658754238800642,0.0,0.0,0.352002408912978,0.2570894359613588,0.4966248794599807,0.0,0.09693053311793215,0.0,0.0,0.0
Sudan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26171243941841676,0.0,0.0,0.0
Sweden,0.8173501901531505,0.9513097767705306,0.9014925373134328,0.34375,0.8588069976560332,0.8380180741664068,0.9090324654451944,0.8455746106840134,0.8832794830371566,0.8582089552238805,0.9254688032730991,0.6
Switzerland,0.6345975948196115,0.7900987108554484,0.6865671641791045,0.0,0.6914333032219211,0.6503194141477096,0.6689971070395371,0.7270911360799002,0.6324717285945073,0.7462686567164178,0.6936583702693488,0.0
Syrian Arab Republic,0.20721554116558744,0.43131655660657975,0.0,0.0,0.0,0.28747273293861014,0.48939247830279653,0.0,0.7108239095315024,0.0,0.0,0.0
"Taiwan, Republic of China",0.8137526981190256,0.7914716017518088,0.6865671641791045,0.775,0.8009330173817035,0.7882963094867115,0.8003857280617165,0.7602996254681648,0.9378029079159935,0.6529850746268656,0.9839754517558814,0.0
Tajikistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17447495961227785,0.0,0.0,0.0
"Tanzania, United Republic of",0.6216466234967623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thailand,0.7015109466543326,0.8685823070973883,0.9253731343283582,0.0,0.6634966041018434,0.697146418554957,0.8534233365477338,0.6606741573033708,0.8626817447495961,0.26119402985074625,0.7895073303784521,0.0
Togo,0.0,0.0,0.0,0.0,0.3184783699688849,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trinidad and Tobago,0.0,0.4684990183830091,0.0,0.0,0.8297199638663053,0.0,0.11571841851494696,0.0,0.13570274636510501,0.0,0.0,0.0
Tunisia,0.47271045328399636,0.4229876851686597,0.0,0.0,0.3603834186490013,0.6380492365222811,0.5978784956605593,0.0,0.45557350565428106,0.24253731343283583,0.7712240027275827,0.0
Turkey,0.7414431082331175,0.8643328828943678,0.0,0.0,0.5238131085014553,0.7055352134621377,0.8331726133076182,0.6921348314606741,0.873759519963074,0.4104477611940298,0.7548585066484829,0.0
Turkmenistan,0.0,0.0,0.0,0.0,0.0,0.8413836086008102,0.32786885245901637,0.0,0.0,0.0,0.0,0.0
Tuvalu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08723747980613893,0.0,0.0,0.0
Uganda,0.0,0.0,0.0,0.0,0.0,0.47678404487379245,0.6943105110896818,0.0,0.0,0.0,0.0,0.0
Ukraine,0.7900092506938021,0.8516400375575197,0.029850746268656716,0.375,0.8716250125464218,0.7705671548769086,0.8678881388621021,0.4054931335830212,0.8352180936995154,0.03731343283582089,0.7199357069796892,0.0
United Arab Emirates,0.6993524514338576,0.6618478196204414,0.0,0.0,0.7207668372980026,0.6061078217513244,0.504660880745741,0.04194756554307116,0.6203554119547657,0.0,0.7014149335151721,0.0
United Kingdom,0.8792270531400966,0.9686477482301148,0.8955223880597015,0.75,0.9409850931204077,0.90732989143709,0.8561785369885658,1.0,0.9606892837910609,0.9328358208955224,0.9830584196480008,0.82
United States,1.0,1.0,0.9888059701492538,0.975,1.0,1.0,0.9893924783027964,0.9712474791126476,1.0,1.0,0.9981396107265154,1.0
United States Minor Outlying Islands,0.0,0.0,0.0,0.0,0.050286058416139714,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uruguay,0.5335800185013877,0.606817776191326,0.0,0.0,0.061460738064170725,0.41017450919289494,0.6798457087753134,0.08389513108614231,0.6106623586429725,0.18656716417910446,0.4432321854756224,0.0
Uzbekistan,0.5698427382053655,0.6291272532571837,0.0,0.0,0.5028605841613971,0.8974758491741975,0.6075216972034715,0.0,0.43618739903069464,0.0,0.638254347084896,0.0
Venezuela,0.10360777058279372,0.6335891486703552,0.0,0.0,0.4777175549533273,0.5258647553755064,0.6502273040363686,0.4404494382022472,0.6328179090699283,0.0,0.5673371974087964,0.0
Viet Nam,0.6164662349676227,0.6726307335356059,0.9552238805970149,0.0,0.7697635096009079,0.8101013975118058,0.8706433393029344,0.27265917602996254,0.8481421647819063,0.29850746268656714,0.9330037504261849,0.0
"Virgin Islands, U.S.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02097378277153558,0.0,0.0,0.0,0.0
Wallis And Futuna,0.0,0.7763698018918437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yemen,0.0,0.0,0.0,0.0,0.06704807788818629,0.0,0.7521697203471552,0.0,0.3941841680129241,0.0,0.5052846914422093,0.0
