rank,country,earning,players,tournaments
Forza Motorsport 6,1.,United Kingdom,"$50,750.00",14 Players
Forza Motorsport 6,2.,France,"$39,800.00",10 Players
Forza Motorsport 6,3.,United States,"$38,550.00",9 Players
Forza Motorsport 6,4.,Germany,"$28,250.00",4 Players
Forza Motorsport 6,5.,Spain,"$10,350.00",1 Player
Forza Motorsport 6,6.,Canada,"$1,900.00",1 Player
Forza Motorsport 6,7.,Brazil,"$1,500.00",1 Player
Forza Motorsport 6,8.,Australia,"$1,200.00",1 Player
Forza Motorsport 6,9.,Japan,$200.00,1 Player
Forza Motorsport 6,10.,Finland,$100.00,1 Player
