rank,country,earning,players,tournaments
F1 2021,1.,United Kingdom,"$148,750.00",5 Players
F1 2021,2.,Italy,"$126,250.00",5 Players
F1 2021,3.,Spain,"$100,000.00",2 Players
F1 2021,4.,Netherlands,"$93,750.00",1 Player
F1 2021,5.,Germany,"$90,939.00",14 Players
F1 2021,6.,Denmark,"$75,000.00",1 Player
F1 2021,7.,Hungary,"$43,750.00",2 Players
F1 2021,8.,Chile,"$25,000.00",1 Player
F1 2021,9.,France,"$25,000.00",1 Player
F1 2021,10.,"Iran, Islamic Republic of","$18,750.00",1 Player
F1 2021,11.,Finland,"$12,500.00",1 Player
F1 2021,12.,Greece,"$6,250.00",1 Player
