rank,country,earning,players
1.,"Korea, Republic of","$949,871.26",22 Players
2.,Thailand,"$450,387.17",38 Players
3.,China,"$217,669.36",36 Players
4.,Singapore,"$150,365.20",7 Players
5.,Viet Nam,"$50,161.35",12 Players
6.,Malaysia,"$47,729.30",12 Players
7.,Indonesia,"$28,452.47",11 Players
8.,Ukraine,"$16,563.57",3 Players
9.,Sweden,"$7,315.54",1 Player
10.,France,"$6,321.47",1 Player
11.,India,"$2,414.88",1 Player
12.,Italy,$291.29,1 Player
