rank,country,earning,players
1.,United Kingdom,"$382,513.48",14 Players
2.,France,"$244,921.17",7 Players
3.,Germany,"$219,116.56",19 Players
4.,United States,"$116,000.00",13 Players
5.,Saudi Arabia,"$103,833.14",7 Players
6.,Brazil,"$74,000.00",4 Players
7.,Australia,"$44,000.00",11 Players
8.,Denmark,"$40,139.98",7 Players
9.,Italy,"$34,000.00",1 Player
10.,Netherlands,"$30,000.00",5 Players
11.,Japan,"$27,500.00",2 Players
12.,Mexico,"$27,500.00",3 Players
13.,Hong Kong,"$22,000.00",4 Players
14.,Sweden,"$14,217.83",4 Players
15.,Chile,"$13,500.00",1 Player
16.,Colombia,"$13,500.00",1 Player
17.,Russian Federation,"$12,799.30",4 Players
18.,Canada,"$6,500.00",3 Players
19.,New Zealand,"$6,000.00",1 Player
20.,Malta,"$4,423.53",6 Players
21.,Jordan,"$2,000.00",1 Player
22.,Ukraine,"$1,886.30",2 Players
23.,Poland,"$1,777.94",7 Players
24.,Uzbekistan,"$1,500.00",1 Player
25.,Argentina,"$1,000.00",1 Player
26.,Croatia,$593.03,5 Players
27.,Slovenia,$104.65,1 Player
