rank,country,earning,players
1.,Germany,"$328,050.00",33 Players
2.,Brazil,"$242,500.00",24 Players
3.,Denmark,"$233,750.00",13 Players
4.,France,"$167,608.98",9 Players
5.,Sweden,"$148,998.60",10 Players
6.,Italy,"$134,794.91",14 Players
7.,Netherlands,"$122,000.00",9 Players
8.,Spain,"$120,750.00",10 Players
9.,United Kingdom,"$113,839.46",17 Players
10.,Saudi Arabia,"$106,750.00",15 Players
11.,Mexico,"$105,750.00",13 Players
12.,Australia,"$69,000.00",12 Players
13.,Argentina,"$63,500.00",5 Players
14.,United States,"$56,000.00",16 Players
15.,Japan,"$41,250.00",5 Players
16.,Senegal,"$40,000.00",1 Player
17.,Portugal,"$23,374.30",3 Players
18.,Canada,"$23,000.00",4 Players
19.,South Africa,"$21,000.00",2 Players
20.,Malaysia,"$16,750.00",5 Players
21.,Russian Federation,"$14,250.00",6 Players
22.,Israel,"$14,000.00",2 Players
23.,Turkey,"$13,000.00",2 Players
24.,Colombia,"$12,750.00",2 Players
25.,Indonesia,"$10,000.00",1 Player
26.,Peru,"$10,000.00",2 Players
27.,Singapore,"$7,500.00",1 Player
28.,Romania,"$6,500.00",1 Player
29.,Malta,"$4,993.28",10 Players
30.,Belgium,"$4,000.00",2 Players
31.,Switzerland,"$4,000.00",1 Player
32.,Poland,"$2,500.00",2 Players
33.,Kuwait,"$2,250.00",1 Player
34.,Finland,"$1,500.00",1 Player
35.,Norway,"$1,500.00",1 Player
36.,Uruguay,"$1,500.00",1 Player
37.,United Arab Emirates,"$1,000.00",1 Player
38.,India,"$1,000.00",1 Player
39.,Bulgaria,$625.00,1 Player
40.,Egypt,$500.00,1 Player
41.,Croatia,$200.00,1 Player
